================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee118_21_2100.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee118_21_2100.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               186 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00485   +0.97070   +0.97873     +0.827238 
   2    0    2  6   0  0 0.015 01.1  0.00490   +0.98076   +0.97838     -0.242669 
   3    0    3  6   0  0 0.015 01.1  0.00489   +0.97856   +0.98803     +0.967749 
   4    0    4  6   0  0 0.015 01.1  0.00499   +0.99800   +0.99457     -0.343687 
   5    0    5  6   0  0 0.015 01.1  0.00500   +0.99967   +1.00061     +0.094031 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99000   +0.97647     -1.366667 
   7    0    7  6   0  0 0.015 01.1  0.00495   +0.98983   +1.00442     +1.473990 
   8    0    8  6   0  0 0.015 01.1  0.00507   +1.01500   +1.01425     -0.073892 
   9    0    9  6   0  0 0.015 01.1  0.00525   +1.05004   +1.06354     +1.285665 
  10    0   10  6   0  0 0.015 01.1  0.00525   +1.05000   +1.05572     +0.544762 
  11    0   11  6   0  0 0.015 01.1  0.00494   +0.98840   +0.98706     -0.135573 
  12    0   12  6   0  0 0.015 01.1  0.00496   +0.99147   +0.97935     -1.222427 
  13    0   13  6   0  0 0.015 01.1  0.00487   +0.97428   +0.98830     +1.439011 
  14    0   14  6   0  0 0.015 01.1  0.00490   +0.98106   +0.97491     -0.626873 
  15    0   15  6   0  0 0.015 01.1  0.00483   +0.96708   +0.96181     -0.544939 
  16    0   16  6   0  0 0.015 01.1  0.00491   +0.98211   +0.98492     +0.286119 
  17    0   17  6   0  0 0.015 01.1  0.00491   +0.98110   +0.99315     +1.228213 
  18    0   18  6   0  0 0.015 01.1  0.00487   +0.97300   +0.96900     -0.411100 
  19    0   19  6   0  0 0.015 01.1  0.00481   +0.96200   +0.95555     -0.670478 
  20    0   20  6   0  0 0.015 01.1  0.00481   +0.96201   +0.96201     +0.000000 
  21    0   21  6   0  0 0.015 01.1  0.00482   +0.96347   +0.96475     +0.132853 
  22    0   22  6   0  0 0.015 01.1  0.00485   +0.96968   +0.98411     +1.488120 
  23    0   23  6   0  0 0.015 01.1  0.00491   +0.98288   +0.98907     +0.629782 
  24    0   24  6   0  0 0.015 01.1  0.00496   +0.99200   +1.00000     +0.806452 
  25    0   25  6   0  0 0.015 01.1  0.00525   +1.05000   +1.05653     +0.621905 
  26    0   26  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02170     +0.660099 
  27    0   27  6   0  0 0.015 01.1  0.00484   +0.96800   +0.97413     +0.633264 
  28    0   28  6   0  0 0.015 01.1  0.00482   +0.96396   +0.97421     +1.063322 
  29    0   29  6   0  0 0.015 01.1  0.00482   +0.96435   +0.95839     -0.618033 
  30    0   30  6   0  0 0.015 01.1  0.00475   +0.95000   +0.95978     +1.029474 
  31    0   31  6   0  0 0.015 01.1  0.00483   +0.96700   +0.98080     +1.427094 
  32    0   32  6   0  0 0.015 01.1  0.00482   +0.96365   +0.96834     +0.486691 
  33    0   33  6   0  0 0.015 01.1  0.00475   +0.94953   +0.94699     -0.267501 
  34    0   34  6   0  0 0.015 01.1  0.00483   +0.96619   +0.95668     -0.984278 
  35    0   35  6   0  0 0.015 01.1  0.00483   +0.96554   +0.96417     -0.141890 
  36    0   36  6   0  0 0.015 01.1  0.00483   +0.96636   +0.97814     +1.219007 
