================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee118_18_1800.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee118_18_1800.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               186 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00477   +0.95500   +0.95813     +0.327749 
   2    0    2  6   0  0 0.015 01.1  0.00485   +0.97035   +0.96554     -0.495697 
   3    0    3  6   0  0 0.015 01.1  0.00483   +0.96624   +0.96191     -0.448129 
   4    0    4  6   0  0 0.015 01.1  0.00499   +0.99800   +0.99726     -0.074148 
   5    0    5  6   0  0 0.015 01.1  0.00500   +1.00012   +0.99606     -0.405951 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99000   +0.99681     +0.687879 
   7    0    7  6   0  0 0.015 01.1  0.00494   +0.98886   +0.98860     -0.026293 
   8    0    8  6   0  0 0.015 01.1  0.00507   +1.01500   +1.00154     -1.326108 
   9    0    9  6   0  0 0.015 01.1  0.00525   +1.05004   +1.06527     +1.450421 
  10    0   10  6   0  0 0.015 01.1  0.00525   +1.05000   +1.03654     -1.281905 
  11    0   11  6   0  0 0.015 01.1  0.00491   +0.98281   +0.97970     -0.316440 
  12    0   12  6   0  0 0.015 01.1  0.00495   +0.99000   +0.99716     +0.723232 
  13    0   13  6   0  0 0.015 01.1  0.00479   +0.95772   +0.96332     +0.584722 
  14    0   14  6   0  0 0.015 01.1  0.00487   +0.97477   +0.96049     -1.464961 
  15    0   15  6   0  0 0.015 01.1  0.00473   +0.94507   +0.94633     +0.133323 
  16    0   16  6   0  0 0.015 01.1  0.00487   +0.97380   +0.97085     -0.302937 
  17    0   17  6   0  0 0.015 01.1  0.00484   +0.96789   +0.96235     -0.572379 
  18    0   18  6   0  0 0.015 01.1  0.00476   +0.95146   +0.95105     -0.043092 
  19    0   19  6   0  0 0.015 01.1  0.00470   +0.94051   +0.95457     +1.494934 
  20    0   20  6   0  0 0.015 01.1  0.00462   +0.92441   +0.93704     +1.366277 
  21    0   21  6   0  0 0.015 01.1  0.00460   +0.92004   +0.92876     +0.947785 
  22    0   22  6   0  0 0.015 01.1  0.00465   +0.93061   +0.94364     +1.400157 
  23    0   23  6   0  0 0.015 01.1  0.00486   +0.97161   +0.96693     -0.481675 
  24    0   24  6   0  0 0.015 01.1  0.00496   +0.99200   +1.00340     +1.149194 
  25    0   25  6   0  0 0.015 01.1  0.00525   +1.05000   +1.04601     -0.380000 
  26    0   26  6   0  0 0.015 01.1  0.00507   +1.01500   +1.00540     -0.945813 
  27    0   27  6   0  0 0.015 01.1  0.00484   +0.96800   +0.96084     -0.739669 
  28    0   28  6   0  0 0.015 01.1  0.00480   +0.96064   +0.96296     +0.241506 
  29    0   29  6   0  0 0.015 01.1  0.00481   +0.96240   +0.96151     -0.092477 
  30    0   30  6   0  0 0.015 01.1  0.00465   +0.93023   +0.93668     +0.693377 
  31    0   31  6   0  0 0.015 01.1  0.00483   +0.96700   +0.97639     +0.971044 
  32    0   32  6   0  0 0.015 01.1  0.00481   +0.96300   +0.97145     +0.877466 
  33    0   33  6   0  0 0.015 01.1  0.00464   +0.92712   +0.92309     -0.434679 
  34    0   34  6   0  0 0.015 01.1  0.00474   +0.94838   +0.93830     -1.062865 
  35    0   35  6   0  0 0.015 01.1  0.00473   +0.94492   +0.93511     -1.038183 
  36    0   36  6   0  0 0.015 01.1  0.00473   +0.94537   +0.94144     -0.415710 
  37    0   37  6   0  0 0.015 01.1  0.00476   +0.95197   +0.95179     -0.018908 
  38    0   38  6   0  0 0.015 01.1  0.00452   +0.90465   +0.90452     -0.014370 
  39    0   39  6   0  0 0.015 01.1  0.00475   +0.95086   +0.94882     -0.214543 
  40    0   40  6   0  0 0.015 01.1  0.00485   +0.97000   +0.95798     -1.239175 
  41    0   41  6   0  0 0.015 01.1  0.00483   +0.96547   +0.97320     +0.800646 
  42    0   42  6   0  0 0.015 01.1  0.00492   +0.98500   +0.98519     +0.019289 
