================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee118_11_1100.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee118_11_1100.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               186 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00476   +0.95216   +0.95722     +0.531423 
   2    0    2  6   0  0 0.015 01.1  0.00484   +0.96787   +0.96076     -0.734603 
   3    0    3  6   0  0 0.015 01.1  0.00482   +0.96338   +0.95683     -0.679898 
   4    0    4  6   0  0 0.015 01.1  0.00499   +0.99800   +0.99132     -0.669339 
   5    0    5  6   0  0 0.015 01.1  0.00500   +1.00018   +1.00697     +0.678878 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99000   +0.99742     +0.749495 
   7    0    7  6   0  0 0.015 01.1  0.00494   +0.98871   +0.98432     -0.444013 
   8    0    8  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02882     +1.361576 
   9    0    9  6   0  0 0.015 01.1  0.00525   +1.05004   +1.06427     +1.355186 
  10    0   10  6   0  0 0.015 01.1  0.00525   +1.05000   +1.05315     +0.300000 
  11    0   11  6   0  0 0.015 01.1  0.00491   +0.98118   +0.98755     +0.649218 
  12    0   12  6   0  0 0.015 01.1  0.00495   +0.99000   +1.00178     +1.189899 
  13    0   13  6   0  0 0.015 01.1  0.00477   +0.95334   +0.94231     -1.156985 
  14    0   14  6   0  0 0.015 01.1  0.00487   +0.97462   +0.97272     -0.194948 
  15    0   15  6   0  0 0.015 01.1  0.00472   +0.94473   +0.95449     +1.033099 
  16    0   16  6   0  0 0.015 01.1  0.00486   +0.97286   +0.97664     +0.388545 
  17    0   17  6   0  0 0.015 01.1  0.00485   +0.97067   +0.98000     +0.961192 
  18    0   18  6   0  0 0.015 01.1  0.00475   +0.94943   +0.93728     -1.279715 
  19    0   19  6   0  0 0.015 01.1  0.00470   +0.93915   +0.95266     +1.438535 
  20    0   20  6   0  0 0.015 01.1  0.00460   +0.91983   +0.92589     +0.658817 
  21    0   21  6   0  0 0.015 01.1  0.00457   +0.91472   +0.92752     +1.399335 
  22    0   22  6   0  0 0.015 01.1  0.00464   +0.92775   +0.92352     -0.455942 
  23    0   23  6   0  0 0.015 01.1  0.00489   +0.97806   +0.98093     +0.293438 
  24    0   24  6   0  0 0.015 01.1  0.00496   +0.99200   +0.99150     -0.050403 
  25    0   25  6   0  0 0.015 01.1  0.00525   +1.05000   +1.06042     +0.992381 
  26    0   26  6   0  0 0.015 01.1  0.00507   +1.01500   +1.00195     -1.285714 
  27    0   27  6   0  0 0.015 01.1  0.00484   +0.96800   +0.96696     -0.107438 
  28    0   28  6   0  0 0.015 01.1  0.00479   +0.95895   +0.95056     -0.874915 
  29    0   29  6   0  0 0.015 01.1  0.00481   +0.96115   +0.96688     +0.596161 
  30    0   30  6   0  0 0.015 01.1  0.00471   +0.94176   +0.94831     +0.695506 
  31    0   31  6   0  0 0.015 01.1  0.00483   +0.96700   +0.95483     -1.258532 
  32    0   32  6   0  0 0.015 01.1  0.00481   +0.96300   +0.96008     -0.303219 
  33    0   33  6   0  0 0.015 01.1  0.00467   +0.93418   +0.94602     +1.267422 
  34    0   34  6   0  0 0.015 01.1  0.00479   +0.95825   +0.95642     -0.190973 
  35    0   35  6   0  0 0.015 01.1  0.00477   +0.95372   +0.94621     -0.787443 
  36    0   36  6   0  0 0.015 01.1  0.00477   +0.95405   +0.94628     -0.814423 
  37    0   37  6   0  0 0.015 01.1  0.00482   +0.96321   +0.95660     -0.686247 
  38    0   38  6   0  0 0.015 01.1  0.00462   +0.92365   +0.93224     +0.930006 
  39    0   39  6   0  0 0.015 01.1  0.00477   +0.95444   +0.95284     -0.167638 
  40    0   40  6   0  0 0.015 01.1  0.00485   +0.97000   +0.98194     +1.230928 
  41    0   41  6   0  0 0.015 01.1  0.00482   +0.96414   +0.96256     -0.163877 
  42    0   42  6   0  0 0.015 01.1  0.00492   +0.98500   +0.98246     -0.257868 
  43    0   43  6   0  0 0.015 01.1  0.00474   +0.94801   +0.95058     +0.271094 
  44    0   44  6   0  0 0.015 01.1  0.00481   +0.96130   +0.95969     -0.167482 
  45    0   45  6   0  0 0.015 01.1  0.00485   +0.96899   +0.95657     -1.281747 
  46    0   46  6   0  0 0.015 01.1  0.00502   +1.00500   +1.00344     -0.155224 
  47    0   47  6   0  0 0.015 01.1  0.00506   +1.01172   +1.02410     +1.223659 
  48    0   48  6   0  0 0.015 01.1  0.00508   +1.01521   +1.01525     +0.003940 
  49    0   49  6   0  0 0.015 01.1  0.00513   +1.02500   +1.01473     -1.001951 
  50    0   50  6   0  0 0.015 01.1  0.00498   +0.99515   +0.98597     -0.922474 
  51    0   51  6   0  0 0.015 01.1  0.00477   +0.95357   +0.95439     +0.085993 
  52    0   52  6   0  0 0.015 01.1  0.00471   +0.94157   +0.95327     +1.242605 
  53    0   53  6   0  0 0.015 01.1  0.00468   +0.93504   +0.92202     -1.392454 
  54    0   54  6   0  0 0.015 01.1  0.00477   +0.95500   +0.94537     -1.008377 
  55    0   55  6   0  0 0.015 01.1  0.00476   +0.95200   +0.94217     -1.032563 
  56    0   56  6   0  0 0.015 01.1  0.00477   +0.95326   +0.95292     -0.035667 
  57    0   57  6   0  0 0.015 01.1  0.00482   +0.96428   +0.96084     -0.356743 
  58    0   58  6   0  0 0.015 01.1  0.00475   +0.94963   +0.95736     +0.814001 
  59    0   59  6   0  0 0.015 01.1  0.00492   +0.98500   +0.97439     -1.077157 
  60    0   60  6   0  0 0.015 01.1  0.00496   +0.99237   +0.99744     +0.510898 
  61    0   61  6   0  0 0.015 01.1  0.00498   +0.99500   +0.99724     +0.225126 
  62    0   62  6   0  0 0.015 01.1  0.00499   +0.99779   +1.00734     +0.957115 
  63    0   63  6   0  0 0.015 01.1  0.00483   +0.96650   +0.96961     +0.321780 
  64    0   64  6   0  0 0.015 01.1  0.00491   +0.98198   +0.98878     +0.692478 
  65    0   65  6   0  0 0.015 01.1  0.00502   +1.00500   +1.01235     +0.731343 
  66    0   66  6   0  0 0.015 01.1  0.00525   +1.05000   +1.05376     +0.358095 
  67    0   67  6   0  0 0.015 01.1  0.00508   +1.01532   +1.00765     -0.755427 
  68    0   68  6   0  0 0.015 01.1  0.00501   +1.00239   +0.99171     -1.065454 
  69    0   69  6   0  0 0.015 01.1  0.00517   +1.03500   +1.03455     -0.043478 
  70    0   70  6   0  0 0.015 01.1  0.00491   +0.98257   +0.97917     -0.346031 
  71    0   71  6   0  0 0.015 01.1  0.00492   +0.98352   +0.97018     -1.356353 
  72    0   72  6   0  0 0.015 01.1  0.00490   +0.98000   +0.96628     -1.400000 
  73    0   73  6   0  0 0.015 01.1  0.00496   +0.99100   +0.99490     +0.393542 
  74    0   74  6   0  0 0.015 01.1  0.00475   +0.95045   +0.94501     -0.572360 
  75    0   75  6   0  0 0.015 01.1  0.00480   +0.95958   +0.95059     -0.936868 
  76    0   76  6   0  0 0.015 01.1  0.00467   +0.93363   +0.94107     +0.796890 
  77    0   77  6   0  0 0.015 01.1  0.00502   +1.00303   +1.00636     +0.331994 
  78    0   78  6   0  0 0.015 01.1  0.00499   +0.99794   +1.00452     +0.659358 
  79    0   79  6   0  0 0.015 01.1  0.00501   +1.00268   +1.00551     +0.282244 
  80    0   80  6   0  0 0.015 01.1  0.00520   +1.04000   +1.04695     +0.668269 
  81    0   81  6   0  0 0.015 01.1  0.00498   +0.99501   +1.00721     +1.226118 
  82    0   82  6   0  0 0.015 01.1  0.00482   +0.96386   +0.95308     -1.118420 
  83    0   83  6   0  0 0.015 01.1  0.00477   +0.95452   +0.96197     +0.780497 
  84    0   84  6   0  0 0.015 01.1  0.00474   +0.94768   +0.93598     -1.234594 
  85    0   85  6   0  0 0.015 01.1  0.00478   +0.95602   +0.96126     +0.548106 
  86    0   86  6   0  0 0.015 01.1  0.00467   +0.93389   +0.94535     +1.227125 
  87    0   87  6   0  0 0.015 01.1  0.00507   +1.01500   +1.00447     -1.037438 
  88    0   88  6   0  0 0.015 01.1  0.00487   +0.97442   +0.98726     +1.317707 
  89    0   89  6   0  0 0.015 01.1  0.00502   +1.00500   +1.01831     +1.324378 
  90    0   90  6   0  0 0.015 01.1  0.00492   +0.98500   +0.98312     -0.190863 
  91    0   91  6   0  0 0.015 01.1  0.00490   +0.98000   +0.97253     -0.762245 
  92    0   92  6   0  0 0.015 01.1  0.00495   +0.99000   +0.97727     -1.285859 
  93    0   93  6   0  0 0.015 01.1  0.00488   +0.97686   +0.98723     +1.061565 
  94    0   94  6   0  0 0.015 01.1  0.00487   +0.97475   +0.97752     +0.284175 
  95    0   95  6   0  0 0.015 01.1  0.00479   +0.95811   +0.96029     +0.227531 
  96    0   96  6   0  0 0.015 01.1  0.00485   +0.97087   +0.96655     -0.444962 
  97    0   97  6   0  0 0.015 01.1  0.00499   +0.99829   +1.00921     +1.093871 
  98    0   98  6   0  0 0.015 01.1  0.00507   +1.01432   +1.00117     -1.296435 
  99    0   99  6   0  0 0.015 01.1  0.00505   +1.01000   +1.00094     -0.897030 
 100    0  100  6   0  0 0.015 01.1  0.00509   +1.01700   +1.02946     +1.225172 
 101    0  101  6   0  0 0.015 01.1  0.00493   +0.98666   +0.97756     -0.922304 
 102    0  102  6   0  0 0.015 01.1  0.00494   +0.98756   +0.97663     -1.106768 
 103    0  103  6   0  0 0.015 01.1  0.00505   +1.01000   +1.01833     +0.824752 
 104    0  104  6   0  0 0.015 01.1  0.00485   +0.97100   +0.97722     +0.640577 
 105    0  105  6   0  0 0.015 01.1  0.00483   +0.96500   +0.96410     -0.093264 
 106    0  106  6   0  0 0.015 01.1  0.00479   +0.95896   +0.95485     -0.428589 
 107    0  107  6   0  0 0.015 01.1  0.00476   +0.95200   +0.94158     -1.094538 
 108    0  108  6   0  0 0.015 01.1  0.00481   +0.96095   +0.94977     -1.163432 
 109    0  109  6   0  0 0.015 01.1  0.00480   +0.96040   +0.95990     -0.052062 
 110    0  110  6   0  0 0.015 01.1  0.00484   +0.96739   +0.97975     +1.277665 
 111    0  111  6   0  0 0.015 01.1  0.00490   +0.98000   +0.97195     -0.821429 
 112    0  112  6   0  0 0.015 01.1  0.00487   +0.97500   +0.96299     -1.231795 
 113    0  113  6   0  0 0.015 01.1  0.00496   +0.99300   +0.99321     +0.021148 
 114    0  114  6   0  0 0.015 01.1  0.00479   +0.95801   +0.95229     -0.597071 
 115    0  115  6   0  0 0.015 01.1  0.00479   +0.95776   +0.96566     +0.824841 
 116    0  116  6   0  0 0.015 01.1  0.00502   +1.00500   +0.99015     -1.477612 
 117    0  117  6   0  0 0.015 01.1  0.00484   +0.96748   +0.96026     -0.746269 
 118    0  118  6   0  0 0.015 01.1  0.00469   +0.93835   +0.94300     +0.495551 
 119    0    1  2   0  0 0.020 01.0  0.00622   -0.67300   -0.68434     +1.684993 
 120    0    2  2   0  0 0.020 01.0  0.00349   -0.26400   -0.25365     -3.920455 
 121    0    3  2   0  0 0.020 01.0  0.00517   -0.51500   -0.50706     -1.541748 
 122    0    4  2   0  0 0.020 01.0  0.00261   -0.13200   -0.13469     +2.037879 
 123    0    5  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00043     +0.000000 
 124    0    6  2   0  0 0.020 01.0  0.00631   -0.68600   -0.68682     +0.119534 
 125    0    7  2   0  0 0.020 01.0  0.00341   -0.25100   -0.25679     +2.306773 
 126    0    8  2   0  0 0.020 01.0  0.00360   -0.28000   -0.27366     -2.264286 
 127    0    9  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00144     +0.000000 
 128    0   10  2   0  0 0.020 01.0  0.01507   +2.00000   +2.02392     +1.196000 
 129    0   11  2   0  0 0.020 01.0  0.00789   -0.92400   -0.91264     -1.229437 
 130    0   12  2   0  0 0.020 01.0  0.02693   +3.78000   +3.71975     -1.593915 
 131    0   13  2   0  0 0.020 01.0  0.00473   -0.44900   -0.44378     -1.162584 
 132    0   14  2   0  0 0.020 01.0  0.00297   -0.18500   -0.18060     -2.378378 
 133    0   15  2   0  0 0.020 01.0  0.00965   -1.18800   -1.19622     +0.691919 
 134    0   16  2   0  0 0.020 01.0  0.00393   -0.33000   -0.33730     +2.212121 
 135    0   17  2   0  0 0.020 01.0  0.00270   -0.14500   -0.14379     -0.834483 
 136    0   18  2   0  0 0.020 01.0  0.00701   -0.79200   -0.80200     +1.262626 
 137    0   19  2   0  0 0.020 01.0  0.00569   -0.59400   -0.59770     +0.622896 
 138    0   20  2   0  0 0.020 01.0  0.00332   -0.23800   -0.24156     +1.495798 
 139    0   21  2   0  0 0.020 01.0  0.00297   -0.18500   -0.18909     +2.210811 
 140    0   22  2   0  0 0.020 01.0  0.00261   -0.13200   -0.13977     +5.886364 
 141    0   23  2   0  0 0.020 01.0  0.00235   -0.09200   -0.09463     +2.858696 
 142    0   24  2   0  0 0.020 01.0  0.00260   -0.13000   -0.12749     -1.930769 
 143    0   25  2   0  0 0.020 01.0  0.04364   +6.28600   +6.28781     +0.028794 
 144    0   26  2   0  0 0.020 01.0  0.04507   +6.50000   +6.60225     +1.573077 
 145    0   27  2   0  0 0.020 01.0  0.00779   -0.90800   -0.92780     +2.180617 
 146    0   28  2   0  0 0.020 01.0  0.00323   -0.22400   -0.21501     -4.013393 
 147    0   29  2   0  0 0.020 01.0  0.00385   -0.31700   -0.32547     +2.671924 
 148    0   30  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00101     +0.000000 
 149    0   31  2   0  0 0.020 01.0  0.01601   +2.14200   +2.13034     -0.544351 
 150    0   32  2   0  0 0.020 01.0  0.00693   -0.77900   -0.78323     +0.543004 
 151    0   33  2   0  0 0.020 01.0  0.00376   -0.30400   -0.29750     -2.138158 
 152    0   34  2   0  0 0.020 01.0  0.00693   -0.77900   -0.77741     -0.204108 
 153    0   35  2   0  0 0.020 01.0  0.00464   -0.43600   -0.43730     +0.298165 
 154    0   36  2   0  0 0.020 01.0  0.00446   -0.40900   -0.42200     +3.178484 
 155    0   37  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00189     +0.000000 
 156    0   38  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00236     +0.000000 
 157    0   39  2   0  0 0.020 01.0  0.00411   -0.35600   -0.35842     +0.679775 
 158    0   40  2   0  0 0.020 01.0  0.00656   -0.72400   -0.73463     +1.468232 
 159    0   41  2   0  0 0.020 01.0  0.00499   -0.48800   -0.48251     -1.125000 
 160    0   42  2   0  0 0.020 01.0  0.00892   -1.07800   -1.08525     +0.672542 
 161    0   43  2   0  0 0.020 01.0  0.00332   -0.23800   -0.24412     +2.571429 
 162    0   44  2   0  0 0.020 01.0  0.00314   -0.21100   -0.21815     +3.388626 
 163    0   45  2   0  0 0.020 01.0  0.00640   -0.70000   -0.69417     -0.832857 
 164    0   46  2   0  0 0.020 01.0  0.02593   +3.63000   +3.60076     -0.805510 
 165    0   47  2   0  0 0.020 01.0  0.00473   -0.44900   -0.46119     +2.714922 
 166    0   48  2   0  0 0.020 01.0  0.00349   -0.26400   -0.26086     -1.189394 
 167    0   49  2   0  0 0.020 01.0  0.00768   +0.89200   +0.90808     +1.802691 
 168    0   50  2   0  0 0.020 01.0  0.00323   -0.22400   -0.23172     +3.446429 
 169    0   51  2   0  0 0.020 01.0  0.00323   -0.22400   -0.22705     +1.361607 
 170    0   52  2   0  0 0.020 01.0  0.00332   -0.23800   -0.24374     +2.411765 
 171    0   53  2   0  0 0.020 01.0  0.00376   -0.30400   -0.31322     +3.032895 
 172    0   54  2   0  0 0.020 01.0  0.00848   -1.01200   -1.02459     +1.244071 
 173    0   55  2   0  0 0.020 01.0  0.00728   -0.83200   -0.84480     +1.538462 
 174    0   56  2   0  0 0.020 01.0  0.00913   -1.10900   -1.10264     -0.573490 
 175    0   57  2   0  0 0.020 01.0  0.00279   -0.15800   -0.15145     -4.145570 
 176    0   58  2   0  0 0.020 01.0  0.00279   -0.15800   -0.15438     -2.291139 
 177    0   59  2   0  0 0.020 01.0  0.01577   -2.10600   -2.07144     -1.641026 
 178    0   60  2   0  0 0.020 01.0  0.00860   -1.03000   -1.01255     -1.694175 
 179    0   61  2   0  0 0.020 01.0  0.01119   +1.41800   +1.38575     -2.274330 
 180    0   62  2   0  0 0.020 01.0  0.00851   -1.01600   -1.02461     +0.847441 
 181    0   63  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00461     +0.000000 
 182    0   64  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00180     +0.000000 
 183    0   65  2   0  0 0.020 01.0  0.02268   +3.14200   +3.10636     -1.134309 
 184    0   66  2   0  0 0.020 01.0  0.03497   +4.98500   +4.97974     -0.105517 
 185    0   67  2   0  0 0.020 01.0  0.00420   -0.37000   -0.38121     +3.029730 
 186    0   68  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00354     +0.000000 
 187    0   69  2   0  0 0.020 01.0  0.00336   +0.24375   +0.24576     +0.824615 
 188    0   70  2   0  0 0.020 01.0  0.00754   -0.87100   -0.88098     +1.145809 
 189    0   71  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00484     +0.000000 
 190    0   72  2   0  0 0.020 01.0  0.00253   -0.12000   -0.12627     +5.225000 
 191    0   73  2   0  0 0.020 01.0  0.00213   -0.06000   -0.06580     +9.666667 
 192    0   74  2   0  0 0.020 01.0  0.00772   -0.89800   -0.89255     -0.606904 
 193    0   75  2   0  0 0.020 01.0  0.00587   -0.62000   -0.60351     -2.659677 
 194    0   76  2   0  0 0.020 01.0  0.00772   -0.89800   -0.91531     +1.927617 
 195    0   77  2   0  0 0.020 01.0  0.00710   -0.80500   -0.81048     +0.680745 
 196    0   78  2   0  0 0.020 01.0  0.00798   -0.93700   -0.94784     +1.156884 
 197    0   79  2   0  0 0.020 01.0  0.00517   -0.51500   -0.52650     +2.233010 
 198    0   80  2   0  0 0.020 01.0  0.00496   +0.48400   +0.48061     -0.700413 
 199    0   81  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00194     +0.000000 
 200    0   82  2   0  0 0.020 01.0  0.00649   -0.71300   -0.69920     -1.935484 
 201    0   83  2   0  0 0.020 01.0  0.00349   -0.26400   -0.25786     -2.325758 
 202    0   84  2   0  0 0.020 01.0  0.00270   -0.14500   -0.14300     -1.379310 
 203    0   85  2   0  0 0.020 01.0  0.00385   -0.31700   -0.31580     -0.378549 
