================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee118_10_1000.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee118_10_1000.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               186 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00476   +0.95113   +0.96535     +1.495064 
   2    0    2  6   0  0 0.015 01.1  0.00484   +0.96729   +0.96815     +0.088908 
   3    0    3  6   0  0 0.015 01.1  0.00481   +0.96242   +0.97358     +1.159577 
   4    0    4  6   0  0 0.015 01.1  0.00499   +0.99800   +1.00745     +0.946894 
   5    0    5  6   0  0 0.015 01.1  0.00500   +0.99963   +0.99437     -0.526195 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99000   +0.98306     -0.701010 
   7    0    7  6   0  0 0.015 01.1  0.00494   +0.98855   +0.98196     -0.666633 
   8    0    8  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02275     +0.763547 
   9    0    9  6   0  0 0.015 01.1  0.00526   +1.05173   +1.06684     +1.436681 
  10    0   10  6   0  0 0.015 01.1  0.00525   +1.05000   +1.05449     +0.427619 
  11    0   11  6   0  0 0.015 01.1  0.00491   +0.98208   +0.99246     +1.056940 
  12    0   12  6   0  0 0.015 01.1  0.00495   +0.99000   +1.00055     +1.065657 
  13    0   13  6   0  0 0.015 01.1  0.00480   +0.95994   +0.96164     +0.177094 
  14    0   14  6   0  0 0.015 01.1  0.00491   +0.98171   +0.97444     -0.740545 
  15    0   15  6   0  0 0.015 01.1  0.00483   +0.96697   +0.96339     -0.370229 
  16    0   16  6   0  0 0.015 01.1  0.00490   +0.97935   +0.98067     +0.134783 
  17    0   17  6   0  0 0.015 01.1  0.00495   +0.99085   +0.97732     -1.365494 
  18    0   18  6   0  0 0.015 01.1  0.00486   +0.97218   +0.96736     -0.495793 
  19    0   19  6   0  0 0.015 01.1  0.00481   +0.96200   +0.97073     +0.907484 
  20    0   20  6   0  0 0.015 01.1  0.00475   +0.94979   +0.94960     -0.020004 
  21    0   21  6   0  0 0.015 01.1  0.00474   +0.94755   +0.94069     -0.723972 
  22    0   22  6   0  0 0.015 01.1  0.00480   +0.95972   +0.95352     -0.646022 
  23    0   23  6   0  0 0.015 01.1  0.00499   +0.99812   +1.00761     +0.950787 
  24    0   24  6   0  0 0.015 01.1  0.00496   +0.99200   +0.99472     +0.274194 
  25    0   25  6   0  0 0.015 01.1  0.00525   +1.05000   +1.04666     -0.318095 
  26    0   26  6   0  0 0.015 01.1  0.00507   +1.01500   +1.00315     -1.167488 
  27    0   27  6   0  0 0.015 01.1  0.00484   +0.96800   +0.98242     +1.489669 
  28    0   28  6   0  0 0.015 01.1  0.00479   +0.95777   +0.94356     -1.483655 
  29    0   29  6   0  0 0.015 01.1  0.00480   +0.96004   +0.95288     -0.745802 
  30    0   30  6   0  0 0.015 01.1  0.00491   +0.98190   +0.98691     +0.510235 
  31    0   31  6   0  0 0.015 01.1  0.00483   +0.96700   +0.97052     +0.364012 
  32    0   32  6   0  0 0.015 01.1  0.00481   +0.96300   +0.96075     -0.233645 
