================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee118_17_1700.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee118_17_1700.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               186 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00477   +0.95500   +0.95074     -0.446073 
   2    0    2  6   0  0 0.015 01.1  0.00485   +0.96961   +0.96731     -0.237209 
   3    0    3  6   0  0 0.015 01.1  0.00483   +0.96567   +0.97456     +0.920604 
   4    0    4  6   0  0 0.015 01.1  0.00499   +0.99800   +0.98395     -1.407816 
   5    0    5  6   0  0 0.015 01.1  0.00500   +1.00029   +0.99228     -0.800768 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99000   +1.00212     +1.224242 
   7    0    7  6   0  0 0.015 01.1  0.00494   +0.98877   +0.99889     +1.023494 
   8    0    8  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02510     +0.995074 
   9    0    9  6   0  0 0.015 01.1  0.00525   +1.05004   +1.03919     -1.033294 
  10    0   10  6   0  0 0.015 01.1  0.00525   +1.05000   +1.04388     -0.582857 
  11    0   11  6   0  0 0.015 01.1  0.00492   +0.98305   +0.99004     +0.711052 
  12    0   12  6   0  0 0.015 01.1  0.00495   +0.99000   +0.99301     +0.304040 
  13    0   13  6   0  0 0.015 01.1  0.00481   +0.96255   +0.96519     +0.274271 
  14    0   14  6   0  0 0.015 01.1  0.00491   +0.98183   +0.99396     +1.235448 
  15    0   15  6   0  0 0.015 01.1  0.00485   +0.97000   +0.97013     +0.013402 
  16    0   16  6   0  0 0.015 01.1  0.00490   +0.98102   +0.98963     +0.877658 
  17    0   17  6   0  0 0.015 01.1  0.00497   +0.99427   +1.00336     +0.914239 
  18    0   18  6   0  0 0.015 01.1  0.00487   +0.97300   +0.97741     +0.453237 
  19    0   19  6   0  0 0.015 01.1  0.00481   +0.96200   +0.96486     +0.297297 
  20    0   20  6   0  0 0.015 01.1  0.00477   +0.95307   +0.94729     -0.606461 
