================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee118_24_2400.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee118_24_2400.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               186 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00492   +0.98441   +0.99308     +0.880731 
   2    0    2  6   0  0 0.015 01.1  0.00494   +0.98716   +0.99336     +0.628064 
   3    0    3  6   0  0 0.015 01.1  0.00495   +0.98925   +0.97667     -1.271670 
   4    0    4  6   0  0 0.015 01.1  0.00499   +0.99800   +1.00910     +1.112224 
   5    0    5  6   0  0 0.015 01.1  0.00501   +1.00154   +0.99905     -0.248617 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99005   +0.97619     -1.399929 
   7    0    7  6   0  0 0.015 01.1  0.00495   +0.98992   +0.98662     -0.333360 
   8    0    8  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02739     +1.220690 
   9    0    9  6   0  0 0.015 01.1  0.00525   +1.05058   +1.05119     +0.058063 
  10    0   10  6   0  0 0.015 01.1  0.00525   +1.05000   +1.05338     +0.321905 
  11    0   11  6   0  0 0.015 01.1  0.00496   +0.99254   +0.99879     +0.629698 
  12    0   12  6   0  0 0.015 01.1  0.00495   +0.99000   +0.98677     -0.326263 
  13    0   13  6   0  0 0.015 01.1  0.00496   +0.99269   +0.98652     -0.621543 
  14    0   14  6   0  0 0.015 01.1  0.00497   +0.99360   +1.00818     +1.467391 
  15    0   15  6   0  0 0.015 01.1  0.00500   +0.99975   +1.01160     +1.185296 
  16    0   16  6   0  0 0.015 01.1  0.00497   +0.99480   +0.98335     -1.150985 
  17    0   17  6   0  0 0.015 01.1  0.00503   +1.00653   +1.01838     +1.177312 
  18    0   18  6   0  0 0.015 01.1  0.00498   +0.99552   +0.99953     +0.402805 
  19    0   19  6   0  0 0.015 01.1  0.00499   +0.99826   +1.01168     +1.344339 
  20    0   20  6   0  0 0.015 01.1  0.00501   +1.00206   +1.00003     -0.202583 
  21    0   21  6   0  0 0.015 01.1  0.00502   +1.00414   +1.00210     -0.203159 
  22    0   22  6   0  0 0.015 01.1  0.00504   +1.00695   +1.01870     +1.166890 
  23    0   23  6   0  0 0.015 01.1  0.00505   +1.00938   +1.02102     +1.153183 
  24    0   24  6   0  0 0.015 01.1  0.00496   +0.99200   +0.99189     -0.011089 
  25    0   25  6   0  0 0.015 01.1  0.00525   +1.05000   +1.04415     -0.557143 
  26    0   26  6   0  0 0.015 01.1  0.00507   +1.01500   +1.01013     -0.479803 
  27    0   27  6   0  0 0.015 01.1  0.00484   +0.96800   +0.96784     -0.016529 
  28    0   28  6   0  0 0.015 01.1  0.00483   +0.96665   +0.95646     -1.054156 
  29    0   29  6   0  0 0.015 01.1  0.00483   +0.96625   +0.95284     -1.387840 
  30    0   30  6   0  0 0.015 01.1  0.00502   +1.00292   +1.01466     +1.170582 
  31    0   31  6   0  0 0.015 01.1  0.00483   +0.96700   +0.95502     -1.238883 
  32    0   32  6   0  0 0.015 01.1  0.00488   +0.97514   +0.96599     -0.938327 
  33    0   33  6   0  0 0.015 01.1  0.00505   +1.01088   +1.01596     +0.502532 
  34    0   34  6   0  0 0.015 01.1  0.00512   +1.02328   +1.01745     -0.569737 
  35    0   35  6   0  0 0.015 01.1  0.00511   +1.02095   +1.03197     +1.079387 
  36    0   36  6   0  0 0.015 01.1  0.00510   +1.02054   +1.02748     +0.680032 
  37    0   37  6   0  0 0.015 01.1  0.00512   +1.02457   +1.01090     -1.334218 
  38    0   38  6   0  0 0.015 01.1  0.00495   +0.99078   +0.99784     +0.712570 
  39    0   39  6   0  0 0.015 01.1  0.00494   +0.98859   +0.99436     +0.583660 
  40    0   40  6   0  0 0.015 01.1  0.00485   +0.97000   +0.98177     +1.213402 
  41    0   41  6   0  0 0.015 01.1  0.00486   +0.97283   +0.98510     +1.261269 
  42    0   42  6   0  0 0.015 01.1  0.00492   +0.98500   +0.97958     -0.550254 
  43    0   43  6   0  0 0.015 01.1  0.00515   +1.02961   +1.02858     -0.100038 
  44    0   44  6   0  0 0.015 01.1  0.00517   +1.03321   +1.02197     -1.087872 
  45    0   45  6   0  0 0.015 01.1  0.00512   +1.02421   +1.01173     -1.218500 
  46    0   46  6   0  0 0.015 01.1  0.00502   +1.00500   +1.00618     +0.117413 
  47    0   47  6   0  0 0.015 01.1  0.00511   +1.02095   +1.00983     -1.089182 
  48    0   48  6   0  0 0.015 01.1  0.00513   +1.02627   +1.02128     -0.486227 
  49    0   49  6   0  0 0.015 01.1  0.00513   +1.02500   +1.02044     -0.444878 
  50    0   50  6   0  0 0.015 01.1  0.00505   +1.00903   +1.00909     +0.005946 
  51    0   51  6   0  0 0.015 01.1  0.00494   +0.98773   +0.99290     +0.523422 
  52    0   52  6   0  0 0.015 01.1  0.00491   +0.98194   +0.96774     -1.446117 
  53    0   53  6   0  0 0.015 01.1  0.00483   +0.96598   +0.97293     +0.719477 
  54    0   54  6   0  0 0.015 01.1  0.00477   +0.95500   +0.96135     +0.664921 
  55    0   55  6   0  0 0.015 01.1  0.00479   +0.95810   +0.95083     -0.758793 
  56    0   56  6   0  0 0.015 01.1  0.00479   +0.95905   +0.97191     +1.340910 
  57    0   57  6   0  0 0.015 01.1  0.00490   +0.98046   +0.96917     -1.151500 
  58    0   58  6   0  0 0.015 01.1  0.00488   +0.97552   +0.96483     -1.095826 
  59    0   59  6   0  0 0.015 01.1  0.00492   +0.98500   +0.97465     -1.050761 
  60    0   60  6   0  0 0.015 01.1  0.00498   +0.99510   +1.00803     +1.299367 
  61    0   61  6   0  0 0.015 01.1  0.00498   +0.99500   +0.98480     -1.025126 
  62    0   62  6   0  0 0.015 01.1  0.00500   +1.00024   +0.98878     -1.145725 
  63    0   63  6   0  0 0.015 01.1  0.00487   +0.97372   +0.96979     -0.403607 
  64    0   64  6   0  0 0.015 01.1  0.00493   +0.98686   +0.99669     +0.996089 
  65    0   65  6   0  0 0.015 01.1  0.00502   +1.00500   +1.01872     +1.365174 
  66    0   66  6   0  0 0.015 01.1  0.00525   +1.05000   +1.06053     +1.002857 
  67    0   67  6   0  0 0.015 01.1  0.00513   +1.02669   +1.01387     -1.248673 
  68    0   68  6   0  0 0.015 01.1  0.00501   +1.00171   +1.00503     +0.331433 
  69    0   69  6   0  0 0.015 01.1  0.00517   +1.03500   +1.02575     -0.893720 
  70    0   70  6   0  0 0.015 01.1  0.00502   +1.00455   +1.00721     +0.264795 
  71    0   71  6   0  0 0.015 01.1  0.00499   +0.99726   +1.00998     +1.275495 
  72    0   72  6   0  0 0.015 01.1  0.00490   +0.98000   +0.97717     -0.288776 
  73    0   73  6   0  0 0.015 01.1  0.00496   +0.99100   +1.00402     +1.313824 
  74    0   74  6   0  0 0.015 01.1  0.00503   +1.00646   +1.01370     +0.719353 
  75    0   75  6   0  0 0.015 01.1  0.00504   +1.00861   +0.99548     -1.301792 
  76    0   76  6   0  0 0.015 01.1  0.00498   +0.99563   +0.98499     -1.068670 
  77    0   77  6   0  0 0.015 01.1  0.00508   +1.01599   +1.02716     +1.099420 
  78    0   78  6   0  0 0.015 01.1  0.00509   +1.01883   +1.01341     -0.531983 
  79    0   79  6   0  0 0.015 01.1  0.00513   +1.02628   +1.03437     +0.788284 
  80    0   80  6   0  0 0.015 01.1  0.00520   +1.04000   +1.05187     +1.141346 
  81    0   81  6   0  0 0.015 01.1  0.00498   +0.99560   +0.99576     +0.016071 
  82    0   82  6   0  0 0.015 01.1  0.00500   +0.99899   +0.99812     -0.087088 
  83    0   83  6   0  0 0.015 01.1  0.00496   +0.99233   +0.99783     +0.554251 
  84    0   84  6   0  0 0.015 01.1  0.00496   +0.99288   +0.98677     -0.615382 
  85    0   85  6   0  0 0.015 01.1  0.00500   +0.99912   +1.00376     +0.464409 
  86    0   86  6   0  0 0.015 01.1  0.00504   +1.00747   +1.01976     +1.219887 
  87    0   87  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02422     +0.908374 
  88    0   88  6   0  0 0.015 01.1  0.00499   +0.99880   +1.00533     +0.653785 
  89    0   89  6   0  0 0.015 01.1  0.00502   +1.00500   +1.01085     +0.582090 
  90    0   90  6   0  0 0.015 01.1  0.00492   +0.98500   +0.98795     +0.299492 
  91    0   91  6   0  0 0.015 01.1  0.00490   +0.98000   +0.98425     +0.433673 
  92    0   92  6   0  0 0.015 01.1  0.00499   +0.99746   +0.99381     -0.365929 
  93    0   93  6   0  0 0.015 01.1  0.00497   +0.99416   +0.99760     +0.346021 
  94    0   94  6   0  0 0.015 01.1  0.00499   +0.99792   +0.98516     -1.278660 
  95    0   95  6   0  0 0.015 01.1  0.00497   +0.99448   +0.98581     -0.871812 
  96    0   96  6   0  0 0.015 01.1  0.00499   +0.99819   +0.99259     -0.561015 
  97    0   97  6   0  0 0.015 01.1  0.00508   +1.01542   +1.02696     +1.136476 
  98    0   98  6   0  0 0.015 01.1  0.00511   +1.02193   +1.01283     -0.890472 
  99    0   99  6   0  0 0.015 01.1  0.00505   +1.01000   +1.00261     -0.731683 
 100    0  100  6   0  0 0.015 01.1  0.00509   +1.01700   +1.02712     +0.995084 
 101    0  101  6   0  0 0.015 01.1  0.00503   +1.00513   +1.00334     -0.178086 
 102    0  102  6   0  0 0.015 01.1  0.00500   +0.99962   +1.01309     +1.347512 
 103    0  103  6   0  0 0.015 01.1  0.00505   +1.01000   +1.01273     +0.270297 
 104    0  104  6   0  0 0.015 01.1  0.00497   +0.99387   +0.99521     +0.134826 
 105    0  105  6   0  0 0.015 01.1  0.00495   +0.99021   +0.99531     +0.515042 
 106    0  106  6   0  0 0.015 01.1  0.00493   +0.98665   +0.98191     -0.480414 
 107    0  107  6   0  0 0.015 01.1  0.00476   +0.95200   +0.96582     +1.451681 
 108    0  108  6   0  0 0.015 01.1  0.00494   +0.98772   +0.98495     -0.280444 
 109    0  109  6   0  0 0.015 01.1  0.00493   +0.98649   +1.00000     +1.369502 
