================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee57_7_0700.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee57_7_0700.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 57 Bus Test Case
Número de barras:              57 
Número de ramos:               80 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00520   +1.04000   +1.03309     -0.664423 
   2    0    2  6   0  0 0.015 01.1  0.00505   +1.01000   +1.01274     +0.271287 
   3    0    3  6   0  0 0.015 01.1  0.00502   +1.00458   +0.99817     -0.638078 
   4    0    4  6   0  0 0.015 01.1  0.00496   +0.99188   +1.00438     +1.260233 
   5    0    5  6   0  0 0.015 01.1  0.00489   +0.97837   +0.96387     -1.482057 
   6    0    6  6   0  0 0.015 01.1  0.00490   +0.98000   +0.98190     +0.193878 
   7    0    7  6   0  0 0.015 01.1  0.00490   +0.98020   +0.97634     -0.393797 
   8    0    8  6   0  0 0.015 01.1  0.00502   +1.00500   +1.00112     -0.386070 
   9    0    9  6   0  0 0.015 01.1  0.00492   +0.98449   +0.97035     -1.436277 
  10    0   10  6   0  0 0.015 01.1  0.00491   +0.98117   +0.98668     +0.561574 
  11    0   11  6   0  0 0.015 01.1  0.00486   +0.97236   +0.97395     +0.163520 
  12    0   12  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02308     +0.796059 
  13    0   13  6   0  0 0.015 01.1  0.00488   +0.97668   +0.98522     +0.874391 
  14    0   14  6   0  0 0.015 01.1  0.00484   +0.96723   +0.95988     -0.759902 
  15    0   15  6   0  0 0.015 01.1  0.00495   +0.99014   +0.98122     -0.900883 
  16    0   16  6   0  0 0.015 01.1  0.00507   +1.01504   +1.01099     -0.398999 
