================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee57_6_0600.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee57_6_0600.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 57 Bus Test Case
Número de barras:              57 
Número de ramos:               80 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00520   +1.04000   +1.05115     +1.072115 
   2    0    2  6   0  0 0.015 01.1  0.00510   +1.01945   +1.03450     +1.476286 
   3    0    3  6   0  0 0.015 01.1  0.00517   +1.03474   +1.04279     +0.777973 
   4    0    4  6   0  0 0.015 01.1  0.00512   +1.02329   +1.01242     -1.062260 
   5    0    5  6   0  0 0.015 01.1  0.00502   +1.00474   +0.99951     -0.520533 
   6    0    6  6   0  0 0.015 01.1  0.00500   +1.00001   +0.98588     -1.412986 
   7    0    7  6   0  0 0.015 01.1  0.00499   +0.99757   +1.00339     +0.583418 
   8    0    8  6   0  0 0.015 01.1  0.00502   +1.00500   +1.01883     +1.376119 
   9    0    9  6   0  0 0.015 01.1  0.00498   +0.99687   +1.00372     +0.687151 
  10    0   10  6   0  0 0.015 01.1  0.00498   +0.99542   +1.00249     +0.710253 
  11    0   11  6   0  0 0.015 01.1  0.00497   +0.99377   +0.98407     -0.976081 
  12    0   12  6   0  0 0.015 01.1  0.00507   +1.01500   +1.01060     -0.433498 
  13    0   13  6   0  0 0.015 01.1  0.00498   +0.99705   +0.99929     +0.224663 
  14    0   14  6   0  0 0.015 01.1  0.00497   +0.99357   +0.99238     -0.119770 
  15    0   15  6   0  0 0.015 01.1  0.00506   +1.01216   +1.02229     +1.000830 
  16    0   16  6   0  0 0.015 01.1  0.00509   +1.01847   +1.02811     +0.946518 
  17    0   17  6   0  0 0.015 01.1  0.00512   +1.02403   +1.01862     -0.528305 
  18    0   18  6   0  0 0.015 01.1  0.00526   +1.05294   +1.05173     -0.114916 
  19    0   19  6   0  0 0.015 01.1  0.00508   +1.01550   +1.02080     +0.521910 
  20    0   20  6   0  0 0.015 01.1  0.00501   +1.00238   +1.00524     +0.285321 
  21    0   21  6   0  0 0.015 01.1  0.00524   +1.04895   +1.03744     -1.097288 
