================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee57_14_1400.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee57_14_1400.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 57 Bus Test Case
Número de barras:              57 
Número de ramos:               80 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00520   +1.04000   +1.04597     +0.574038 
   2    0    2  6   0  0 0.015 01.1  0.00505   +1.01000   +1.00309     -0.684158 
   3    0    3  6   0  0 0.015 01.1  0.00491   +0.98199   +0.98946     +0.760700 
   4    0    4  6   0  0 0.015 01.1  0.00487   +0.97476   +0.97939     +0.474989 
   5    0    5  6   0  0 0.015 01.1  0.00486   +0.97138   +0.96508     -0.648562 
   6    0    6  6   0  0 0.015 01.1  0.00489   +0.97807   +0.97912     +0.107354 
   7    0    7  6   0  0 0.015 01.1  0.00488   +0.97566   +0.96279     -1.319107 
   8    0    8  6   0  0 0.015 01.1  0.00502   +1.00500   +1.01035     +0.532338 
   9    0    9  6   0  0 0.015 01.1  0.00487   +0.97302   +0.98536     +1.268216 
  10    0   10  6   0  0 0.015 01.1  0.00477   +0.95429   +0.95333     -0.100598 
  11    0   11  6   0  0 0.015 01.1  0.00476   +0.95164   +0.94790     -0.393006 
  12    0   12  6   0  0 0.015 01.1  0.00492   +0.98294   +0.99525     +1.252365 
  13    0   13  6   0  0 0.015 01.1  0.00475   +0.95090   +0.93696     -1.465980 
  14    0   14  6   0  0 0.015 01.1  0.00470   +0.94073   +0.95285     +1.288361 
  15    0   15  6   0  0 0.015 01.1  0.00484   +0.96795   +0.97357     +0.580609 
  16    0   16  6   0  0 0.015 01.1  0.00490   +0.97983   +0.98927     +0.963432 
  17    0   17  6   0  0 0.015 01.1  0.00496   +0.99245   +1.00310     +1.073102 
  18    0   18  6   0  0 0.015 01.1  0.00490   +0.98000   +0.96856     -1.167347 
  19    0   19  6   0  0 0.015 01.1  0.00466   +0.93160   +0.93733     +0.615071 
  20    0   20  6   0  0 0.015 01.1  0.00460   +0.91901   +0.92044     +0.155602 
  21    0   21  6   0  0 0.015 01.1  0.00478   +0.95674   +0.95733     +0.061668 
