================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee57_21_2100.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee57_21_2100.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 57 Bus Test Case
Número de barras:              57 
Número de ramos:               80 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00520   +1.04000   +1.05233     +1.185577 
   2    0    2  6   0  0 0.015 01.1  0.00511   +1.02162   +1.02438     +0.270159 
   3    0    3  6   0  0 0.015 01.1  0.00515   +1.02898   +1.03933     +1.005850 
   4    0    4  6   0  0 0.015 01.1  0.00511   +1.02250   +1.02196     -0.052812 
   5    0    5  6   0  0 0.015 01.1  0.00505   +1.01100   +0.99763     -1.322453 
   6    0    6  6   0  0 0.015 01.1  0.00504   +1.00800   +1.00680     -0.119048 
   7    0    7  6   0  0 0.015 01.1  0.00502   +1.00350   +0.99804     -0.544096 
   8    0    8  6   0  0 0.015 01.1  0.00502   +1.00500   +1.01737     +1.230846 
   9    0    9  6   0  0 0.015 01.1  0.00495   +0.99001   +1.00183     +1.193927 
  10    0   10  6   0  0 0.015 01.1  0.00500   +1.00090   +1.00543     +0.452593 
  11    0   11  6   0  0 0.015 01.1  0.00496   +0.99310   +0.98553     -0.762260 
  12    0   12  6   0  0 0.015 01.1  0.00507   +1.01500   +1.00690     -0.798030 
  13    0   13  6   0  0 0.015 01.1  0.00499   +0.99874   +1.00019     +0.145183 
  14    0   14  6   0  0 0.015 01.1  0.00499   +0.99711   +0.99390     -0.321930 
  15    0   15  6   0  0 0.015 01.1  0.00506   +1.01251   +1.02025     +0.764437 
  16    0   16  6   0  0 0.015 01.1  0.00509   +1.01903   +1.01575     -0.321875 
  17    0   17  6   0  0 0.015 01.1  0.00513   +1.02531   +1.01809     -0.704177 
  18    0   18  6   0  0 0.015 01.1  0.00529   +1.05827   +1.05341     -0.459240 
  19    0   19  6   0  0 0.015 01.1  0.00515   +1.03059   +1.04402     +1.303137 
  20    0   20  6   0  0 0.015 01.1  0.00510   +1.02016   +1.01630     -0.378372 
  21    0   21  6   0  0 0.015 01.1  0.00531   +1.06281   +1.06225     -0.052691 
  22    0   22  6   0  0 0.015 01.1  0.00531   +1.06176   +1.05342     -0.785488 
  23    0   23  6   0  0 0.015 01.1  0.00531   +1.06128   +1.06228     +0.094226 
  24    0   24  6   0  0 0.015 01.1  0.00530   +1.06088   +1.05165     -0.870032 
  25    0   25  6   0  0 0.015 01.1  0.00536   +1.07236   +1.06577     -0.614532 
  26    0   26  6   0  0 0.015 01.1  0.00507   +1.01391   +1.01488     +0.095669 
  27    0   27  6   0  0 0.015 01.1  0.00512   +1.02424   +1.02447     +0.022456 
  28    0   28  6   0  0 0.015 01.1  0.00516   +1.03233   +1.03231     -0.001937 
  29    0   29  6   0  0 0.015 01.1  0.00520   +1.04020   +1.05305     +1.235339 
  30    0   30  6   0  0 0.015 01.1  0.00530   +1.06056   +1.06789     +0.691144 
  31    0   31  6   0  0 0.015 01.1  0.00522   +1.04306   +1.05556     +1.198397 
  32    0   32  6   0  0 0.015 01.1  0.00522   +1.04453   +1.05409     +0.915244 
  33    0   33  6   0  0 0.015 01.1  0.00522   +1.04333   +1.04170     -0.156231 
  34    0   34  6   0  0 0.015 01.1  0.00517   +1.03386   +1.02564     -0.795079 
  35    0   35  6   0  0 0.015 01.1  0.00518   +1.03674   +1.02328     -1.298300 
  36    0   36  6   0  0 0.015 01.1  0.00521   +1.04112   +1.03438     -0.647380 
  37    0   37  6   0  0 0.015 01.1  0.00523   +1.04613   +1.04398     -0.205519 
  38    0   38  6   0  0 0.015 01.1  0.00531   +1.06242   +1.06099     -0.134598 
  39    0   39  6   0  0 0.015 01.1  0.00522   +1.04473   +1.05975     +1.437692 
  40    0   40  6   0  0 0.015 01.1  0.00519   +1.03857   +1.05187     +1.280607 
  41    0   41  6   0  0 0.015 01.1  0.00519   +1.03775   +1.04079     +0.292941 
  42    0   42  6   0  0 0.015 01.1  0.00513   +1.02609   +1.02866     +0.250465 
  43    0   43  6   0  0 0.015 01.1  0.00518   +1.03613   +1.02411     -1.160086 
  44    0   44  6   0  0 0.015 01.1  0.00530   +1.06102   +1.05781     -0.302539 
  45    0   45  6   0  0 0.015 01.1  0.00531   +1.06289   +1.07702     +1.329394 
