================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee57_22_2200.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee57_22_2200.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 57 Bus Test Case
Número de barras:              57 
Número de ramos:               80 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00520   +1.04000   +1.03219     -0.750962 
   2    0    2  6   0  0 0.015 01.1  0.00512   +1.02360   +1.00958     -1.369676 
   3    0    3  6   0  0 0.015 01.1  0.00513   +1.02536   +1.02633     +0.094601 
   4    0    4  6   0  0 0.015 01.1  0.00510   +1.02048   +1.01057     -0.971112 
   5    0    5  6   0  0 0.015 01.1  0.00506   +1.01164   +1.01231     +0.066229 
   6    0    6  6   0  0 0.015 01.1  0.00505   +1.00951   +1.02076     +1.114402 
   7    0    7  6   0  0 0.015 01.1  0.00503   +1.00570   +1.00913     +0.341056 
   8    0    8  6   0  0 0.015 01.1  0.00502   +1.00500   +0.99811     -0.685572 
   9    0    9  6   0  0 0.015 01.1  0.00497   +0.99403   +1.00460     +1.063348 
  10    0   10  6   0  0 0.015 01.1  0.00502   +1.00329   +0.99298     -1.027619 
  11    0   11  6   0  0 0.015 01.1  0.00498   +0.99708   +0.98988     -0.722109 
  12    0   12  6   0  0 0.015 01.1  0.00507   +1.01500   +1.02019     +0.511330 
  13    0   13  6   0  0 0.015 01.1  0.00501   +1.00154   +0.99330     -0.822733 
  14    0   14  6   0  0 0.015 01.1  0.00500   +1.00034   +1.01013     +0.978667 
  15    0   15  6   0  0 0.015 01.1  0.00507   +1.01391   +1.00856     -0.527660 
  16    0   16  6   0  0 0.015 01.1  0.00510   +1.01972   +1.01937     -0.034323 
