================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee30_21_2100.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee30_21_2100.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/20/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 30 Bus Test Case
Número de barras:              30 
Número de ramos:               41 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00530   +1.06000   +1.07084     +1.022642 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.05075     +0.550239 
   3    0    3  6   0  0 0.015 01.1  0.00515   +1.03068   +1.02053     -0.984787 
   4    0    4  6   0  0 0.015 01.1  0.00511   +1.02283   +1.01477     -0.788010 
   5    0    5  6   0  0 0.015 01.1  0.00505   +1.01000   +1.00801     -0.197030 
   6    0    6  6   0  0 0.015 01.1  0.00509   +1.01871   +1.00419     -1.425332 
   7    0    7  6   0  0 0.015 01.1  0.00506   +1.01121   +1.00419     -0.694218 
   8    0    8  6   0  0 0.015 01.1  0.00505   +1.01000   +1.02455     +1.440594 
   9    0    9  6   0  0 0.015 01.1  0.00532   +1.06480   +1.05882     -0.561608 
  10    0   10  6   0  0 0.015 01.1  0.00534   +1.06835   +1.07065     +0.215285 
  11    0   11  6   0  0 0.015 01.1  0.00541   +1.08200   +1.08562     +0.334566 
  12    0   12  6   0  0 0.015 01.1  0.00536   +1.07164   +1.08455     +1.204696 
  13    0   13  6   0  0 0.015 01.1  0.00536   +1.07100   +1.06766     -0.311858 
  14    0   14  6   0  0 0.015 01.1  0.00532   +1.06396   +1.07012     +0.578969 
  15    0   15  6   0  0 0.015 01.1  0.00531   +1.06189   +1.05247     -0.887098 
  16    0   16  6   0  0 0.015 01.1  0.00533   +1.06605   +1.05207     -1.311383 
  17    0   17  6   0  0 0.015 01.1  0.00532   +1.06486   +1.06877     +0.367184 
  18    0   18  6   0  0 0.015 01.1  0.00529   +1.05752   +1.06349     +0.564528 
  19    0   19  6   0  0 0.015 01.1  0.00528   +1.05663   +1.05019     -0.609485 
  20    0   20  6   0  0 0.015 01.1  0.00530   +1.05912   +1.06140     +0.215273 
  21    0   21  6   0  0 0.015 01.1  0.00531   +1.06150   +1.05564     -0.552049 
  22    0   22  6   0  0 0.015 01.1  0.00531   +1.06180   +1.07166     +0.928612 
  23    0   23  6   0  0 0.015 01.1  0.00529   +1.05713   +1.05287     -0.402978 
  24    0   24  6   0  0 0.015 01.1  0.00528   +1.05538   +1.06167     +0.595994 
  25    0   25  6   0  0 0.015 01.1  0.00524   +1.04784   +1.05203     +0.399870 
  26    0   26  6   0  0 0.015 01.1  0.00519   +1.03817   +1.05264     +1.393799 
  27    0   27  6   0  0 0.015 01.1  0.00524   +1.04777   +1.03836     -0.898098 
  28    0   28  6   0  0 0.015 01.1  0.00508   +1.01637   +1.01936     +0.294184 
  29    0   29  6   0  0 0.015 01.1  0.00519   +1.03699   +1.02404     -1.248807 
  30    0   30  6   0  0 0.015 01.1  0.00515   +1.03076   +1.03213     +0.132912 
  31    0    1  2   0  0 0.020 01.0  0.00802   +0.94261   +0.95926     +1.766372 
  32    0    2  2   0  0 0.020 01.0  0.00585   +0.61800   +0.60187     -2.610032 
  33    0    3  2   0  0 0.020 01.0  0.00183   -0.01400   -0.01587    +13.357143 
  34    0    4  2   0  0 0.020 01.0  0.00219   -0.06900   -0.06624     -4.000000 
  35    0    5  2   0  0 0.020 01.0  0.00531   -0.53700   -0.52551     -2.139665 
  36    0    6  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00001     +0.000000 
  37    0    7  2   0  0 0.020 01.0  0.00260   -0.13000   -0.12228     -5.938462 
  38    0    8  2   0  0 0.020 01.0  0.00287   -0.17100   -0.17223     +0.719298 
  39    0    9  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00242     +0.000000 
  40    0   10  2   0  0 0.020 01.0  0.00195   -0.03200   -0.03232     +1.000000 
  41    0   11  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00353     +0.000000 
  42    0   12  2   0  0 0.020 01.0  0.00216   -0.06400   -0.06842     +6.906250 
  43    0   13  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00241     +0.000000 
  44    0   14  2   0  0 0.020 01.0  0.00197   -0.03500   -0.03197     -8.657143 
  45    0   15  2   0  0 0.020 01.0  0.00205   -0.04700   -0.04566     -2.851064 
  46    0   16  2   0  0 0.020 01.0  0.00187   -0.02000   -0.01477    -26.150000 
  47    0   17  2   0  0 0.020 01.0  0.00207   -0.05100   -0.04760     -6.666667 
  48    0   18  2   0  0 0.020 01.0  0.00185   -0.01800   -0.01719     -4.500000 
  49    0   19  2   0  0 0.020 01.0  0.00209   -0.05400   -0.05463     +1.166667 
  50    0   20  2   0  0 0.020 01.0  0.00182   -0.01300   -0.01533    +17.923077 
  51    0   21  2   0  0 0.020 01.0  0.00240   -0.10000   -0.09637     -3.630000 
  52    0   22  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00422     +0.000000 
  53    0   23  2   0  0 0.020 01.0  0.00185   -0.01800   -0.02237    +24.277778 
  54    0   24  2   0  0 0.020 01.0  0.00207   -0.05000   -0.04709     -5.820000 
  55    0   25  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00151     +0.000000 
  56    0   26  2   0  0 0.020 01.0  0.00187   -0.02000   -0.01910     -4.500000 
  57    0   27  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00209     +0.000000 
  58    0   28  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00222     +0.000000 
  59    0   29  2   0  0 0.020 01.0  0.00183   -0.01400   -0.01553    +10.928571 
  60    0   30  2   0  0 0.020 01.0  0.00213   -0.06000   -0.05720     -4.666667 
  61    0    1  5   0  0 0.020 01.0  0.00266   +0.13978   +0.14770     +5.666047 
  62    0    2  5   0  0 0.020 01.0  0.00177   -0.00576   -0.01019    +76.909722 
  63    0    3  5   0  0 0.020 01.0  0.00178   -0.00700   -0.00734     +4.857143 
  64    0    4  5   0  0 0.020 01.0  0.00183   -0.01500   -0.01947    +29.800000 
  65    0    5  5   0  0 0.020 01.0  0.00214   -0.06146   -0.05856     -4.718516 
  66    0    6  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00429     +0.000000 
  67    0    7  5   0  0 0.020 01.0  0.00215   -0.06200   -0.06733     +8.596774 
  68    0    8  5   0  0 0.020 01.0  0.00319   -0.21863   -0.21825     -0.173810 
  69    0    9  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00055     +0.000000 
  70    0   10  5   0  0 0.020 01.0  0.00181   -0.01100   -0.00899    -18.272727 
  71    0   11  5   0  0 0.020 01.0  0.00233   +0.08947   +0.08667     -3.129541 
  72    0   12  5   0  0 0.020 01.0  0.00202   -0.04300   -0.04177     -2.860465 
  73    0   13  5   0  0 0.020 01.0  0.00177   -0.00488   -0.00807    +65.368852 
  74    0   14  5   0  0 0.020 01.0  0.00179   -0.00900   -0.00731    -18.777778 
  75    0   15  5   0  0 0.020 01.0  0.00183   -0.01400   -0.01183    -15.500000 
  76    0   16  5   0  0 0.020 01.0  0.00180   -0.01000   -0.01044     +4.400000 
  77    0   17  5   0  0 0.020 01.0  0.00195   -0.03300   -0.03701    +12.151515 
  78    0   18  5   0  0 0.020 01.0  0.00177   -0.00500   -0.00583    +16.600000 
  79    0   19  5   0  0 0.020 01.0  0.00186   -0.01900   -0.01793     -5.631579 
  80    0   20  5   0  0 0.020 01.0  0.00176   -0.00400   -0.00588    +47.000000 
  81    0   21  5   0  0 0.020 01.0  0.00216   -0.06400   -0.05971     -6.703125 
  82    0   22  5   0  0 0.020 01.0  0.00173   +0.00000   -0.00392     +0.000000 
  83    0   23  5   0  0 0.020 01.0  0.00179   -0.00900   -0.01168    +29.777778 
  84    0   24  5   0  0 0.020 01.0  0.00199   -0.03800   -0.03278    -13.736842 
  85    0   25  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00161     +0.000000 
  86    0   26  5   0  0 0.020 01.0  0.00182   -0.01300   -0.01024    -21.230769 
  87    0   27  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00323     +0.000000 
  88    0   28  5   0  0 0.020 01.0  0.00173   +0.00000   -0.00470     +0.000000 
  89    0   29  5   0  0 0.020 01.0  0.00177   -0.00500   -0.00590    +18.000000 
  90    0   30  5   0  0 0.020 01.0  0.00181   -0.01100   -0.00856    -22.181818 
  91    1    2  1   0  0 0.020 01.0  0.00528   +0.53223   +0.52079     -2.149447 
  92    1    3  1   0  0 0.020 01.0  0.00447   +0.41038   +0.41393     +0.865052 
  93    2    4  1   0  0 0.020 01.0  0.00370   +0.29500   +0.28938     -1.905085 
  94    3    4  1   0  0 0.020 01.0  0.00433   +0.38930   +0.39813     +2.268174 
  95    2    5  1   0  0 0.020 01.0  0.00489   +0.47332   +0.48320     +2.087383 
  96    2    6  1   0  0 0.020 01.0  0.00425   +0.37688   +0.37568     -0.318404 
  97    4    6  1   0  0 0.020 01.0  0.00416   +0.36396   +0.36134     -0.719859 
  98    5    7  1   0  0 0.020 01.0  0.00222   -0.07372   -0.06756     -8.355941 
  99    6    7  1   0  0 0.020 01.0  0.00310   +0.20508   +0.19593     -4.461673 
 100    6    8  1   0  0 0.020 01.0  0.00285   +0.16703   +0.16529     -1.041729 
 101    6    9  1   0  0 0.020 01.0  0.00281   +0.16165   +0.16144     -0.129910 
 102    6   10  1   0  0 0.020 01.0  0.00235   +0.09279   +0.09446     +1.799763 
 103    9   11  1   0  0 0.020 01.0  0.00173   +0.00000   -0.00447     +0.000000 
 104    9   10  1   0  0 0.020 01.0  0.00281   +0.16165   +0.15562     -3.730281 
 105    4   12  1   0  0 0.020 01.0  0.00336   +0.24473   +0.24785     +1.274874 
 106   12   13  1   0  0 0.020 01.0  0.00173   -0.00000   -0.00293     +0.000000 
 107   12   14  1   0  0 0.020 01.0  0.00202   +0.04343   +0.03881    -10.637808 
 108   12   15  1   0  0 0.020 01.0  0.00239   +0.09901   +0.09245     -6.625593 
 109   12   16  1   0  0 0.020 01.0  0.00199   +0.03829   +0.03430    -10.420475 
 110   14   15  1   0  0 0.020 01.0  0.00179   +0.00822   +0.00834     +1.459854 
 111   16   17  1   0  0 0.020 01.0  0.00185   +0.01816   +0.02225    +22.522026 
 112   15   18  1   0  0 0.020 01.0  0.00195   +0.03210   +0.03521     +9.688474 
 113   18   19  1   0  0 0.020 01.0  0.00183   +0.01400   +0.01000    -28.571429 
 114   19   20  1   0  0 0.020 01.0  0.00200   -0.04001   -0.04523    +13.046738 
 115   10   20  1   0  0 0.020 01.0  0.00209   +0.05335   +0.05551     +4.048735 
 116   10   17  1   0  0 0.020 01.0  0.00195   +0.03291   +0.03271     -0.607718 
 117   10   21  1   0  0 0.020 01.0  0.00234   +0.09165   +0.09159     -0.065466 
 118   10   22  1   0  0 0.020 01.0  0.00203   +0.04452   +0.04225     -5.098832 
 119   21   22  1   0  0 0.020 01.0  0.00179   -0.00869   -0.01059    +21.864212 
 120   15   23  1   0  0 0.020 01.0  0.00192   +0.02749   +0.03220    +17.133503 
 121   22   24  1   0  0 0.020 01.0  0.00197   +0.03566   +0.03507     -1.654515 
 122   23   24  1   0  0 0.020 01.0  0.00180   +0.00941   +0.01209    +28.480340 
 123   24   25  1   0  0 0.020 01.0  0.00177   -0.00510   -0.00843    +65.294118 
 124   25   26  1   0  0 0.020 01.0  0.00187   +0.02013   +0.01548    -23.099851 
 125   25   27  1   0  0 0.020 01.0  0.00190   -0.02536   -0.02870    +13.170347 
 126   28   27  1   0  0 0.020 01.0  0.00240   +0.10029   +0.10114     +0.847542 
 127   27   29  1   0  0 0.020 01.0  0.00197   +0.03501   +0.03692     +5.455584 
 128   27   30  1   0  0 0.020 01.0  0.00200   +0.03984   +0.04511    +13.227912 
 129   29   30  1   0  0 0.020 01.0  0.00187   +0.02075   +0.01558    -24.915663 
 130    8   28  1   0  0 0.020 01.0  0.00176   -0.00461   -0.00817    +77.223427 
 131    6   28  1   0  0 0.020 01.0  0.00243   +0.10513   +0.10423     -0.856083 
 132    1    2  4   0  0 0.020 01.0  0.00224   +0.07555   +0.07321     -3.097287 
 133    1    3  4   0  0 0.020 01.0  0.00216   +0.06422   +0.05891     -8.268452 
 134    2    4  4   0  0 0.020 01.0  0.00189   +0.02292   +0.02643    +15.314136 
 135    3    4  4   0  0 0.020 01.0  0.00224   +0.07594   +0.07459     -1.777719 
 136    2    5  4   0  0 0.020 01.0  0.00219   +0.06816   +0.07020     +2.992958 
 137    2    6  4   0  0 0.020 01.0  0.00188   +0.02215   +0.02290     +3.386005 
 138    4    6  4   0  0 0.020 01.0  0.00177   -0.00491   -0.01017   +107.128310 
 139    5    7  4   0  0 0.020 01.0  0.00179   +0.00866   +0.01028    +18.706697 
 140    6    7  4   0  0 0.020 01.0  0.00186   +0.01904   +0.01700    -10.714286 
 141    6    8  4   0  0 0.020 01.0  0.00279   +0.15906   +0.15513     -2.470766 
 142    6    9  4   0  0 0.020 01.0  0.00249   -0.11362   -0.11422     +0.528076 
 143    6   10  4   0  0 0.020 01.0  0.00193   -0.03011   -0.02868     -4.749253 
 144    9   11  4   0  0 0.020 01.0  0.00232   -0.08805   -0.08385     -4.770017 
 145    9   10  4   0  0 0.020 01.0  0.00195   -0.03306   -0.03234     -2.177858 
 146    4   12  4   0  0 0.020 01.0  0.00251   +0.11719   +0.11002     -6.118269 
 147   12   13  4   0  0 0.020 01.0  0.00177   +0.00488   +0.00799    +63.729508 
 148   12   14  4   0  0 0.020 01.0  0.00181   +0.01141   +0.00895    -21.560035 
 149   12   15  4   0  0 0.020 01.0  0.00194   +0.03026   +0.03400    +12.359551 
 150   12   16  4   0  0 0.020 01.0  0.00181   +0.01199   +0.01404    +17.097581 
 151   14   15  4   0  0 0.020 01.0  0.00175   +0.00196   +0.00305    +55.612245 
