================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee30_5_0500.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee30_5_0500.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/20/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 30 Bus Test Case
Número de barras:              30 
Número de ramos:               41 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00530   +1.06000   +1.05151     -0.800943 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.04774     +0.262201 
   3    0    3  6   0  0 0.015 01.1  0.00516   +1.03234   +1.03107     -0.123021 
   4    0    4  6   0  0 0.015 01.1  0.00512   +1.02480   +1.03590     +1.083138 
   5    0    5  6   0  0 0.015 01.1  0.00505   +1.01000   +1.01487     +0.482178 
   6    0    6  6   0  0 0.015 01.1  0.00510   +1.01984   +1.01537     -0.438304 
   7    0    7  6   0  0 0.015 01.1  0.00506   +1.01275   +1.00810     -0.459146 
   8    0    8  6   0  0 0.015 01.1  0.00505   +1.01074   +1.00327     -0.739062 
   9    0    9  6   0  0 0.015 01.1  0.00532   +1.06446   +1.07891     +1.357496 
  10    0   10  6   0  0 0.015 01.1  0.00534   +1.06712   +1.06066     -0.605368 
  11    0   11  6   0  0 0.015 01.1  0.00541   +1.08200   +1.07091     -1.024954 
  12    0   12  6   0  0 0.015 01.1  0.00537   +1.07375   +1.06929     -0.415367 
  13    0   13  6   0  0 0.015 01.1  0.00536   +1.07100   +1.07876     +0.724556 
  14    0   14  6   0  0 0.015 01.1  0.00534   +1.06710   +1.07369     +0.617562 
  15    0   15  6   0  0 0.015 01.1  0.00532   +1.06484   +1.07126     +0.602907 
  16    0   16  6   0  0 0.015 01.1  0.00534   +1.06721   +1.05140     -1.481433 
  17    0   17  6   0  0 0.015 01.1  0.00532   +1.06498   +1.06096     -0.377472 
  18    0   18  6   0  0 0.015 01.1  0.00530   +1.06015   +1.07292     +1.204547 
  19    0   19  6   0  0 0.015 01.1  0.00529   +1.05877   +1.05300     -0.544972 
  20    0   20  6   0  0 0.015 01.1  0.00530   +1.06052   +1.06361     +0.291366 
  21    0   21  6   0  0 0.015 01.1  0.00531   +1.06185   +1.05540     -0.607430 
  22    0   22  6   0  0 0.015 01.1  0.00531   +1.06222   +1.05027     -1.125002 
  23    0   23  6   0  0 0.015 01.1  0.00530   +1.06057   +1.05701     -0.335669 
  24    0   24  6   0  0 0.015 01.1  0.00529   +1.05882   +1.06891     +0.952948 
  25    0   25  6   0  0 0.015 01.1  0.00526   +1.05238   +1.06757     +1.443395 
  26    0   26  6   0  0 0.015 01.1  0.00522   +1.04448   +1.05582     +1.085708 
  27    0   27  6   0  0 0.015 01.1  0.00526   +1.05210   +1.03896     -1.248931 
  28    0   28  6   0  0 0.015 01.1  0.00509   +1.01787   +1.01292     -0.486310 
  29    0   29  6   0  0 0.015 01.1  0.00522   +1.04337   +1.03511     -0.791665 
  30    0   30  6   0  0 0.015 01.1  0.00519   +1.03819   +1.03252     -0.546143 
  31    0    1  2   0  0 0.020 01.0  0.00876   +1.05462   +1.08010     +2.416036 
  32    0    2  2   0  0 0.020 01.0  0.00372   +0.29800   +0.29908     +0.362416 
  33    0    3  2   0  0 0.020 01.0  0.00181   -0.01100   -0.00830    -24.545455 
  34    0    4  2   0  0 0.020 01.0  0.00176   -0.00400   -0.00039    -90.250000 
  35    0    5  2   0  0 0.020 01.0  0.00469   -0.44300   -0.45237     +2.115124 
  36    0    6  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00419     +0.000000 
  37    0    7  2   0  0 0.020 01.0  0.00245   -0.10700   -0.11280     +5.420561 
  38    0    8  2   0  0 0.020 01.0  0.00267   -0.14100   -0.13707     -2.787234 
  39    0    9  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00239     +0.000000 
  40    0   10  2   0  0 0.020 01.0  0.00270   -0.14500   -0.14148     -2.427586 
  41    0   11  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00381     +0.000000 
  42    0   12  2   0  0 0.020 01.0  0.00209   -0.05300   -0.05368     +1.283019 
  43    0   13  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00009     +0.000000 
  44    0   14  2   0  0 0.020 01.0  0.00193   -0.02900   -0.02865     -1.206897 
  45    0   15  2   0  0 0.020 01.0  0.00199   -0.03900   -0.03470    -11.025641 
  46    0   16  2   0  0 0.020 01.0  0.00184   -0.01600   -0.01404    -12.250000 
  47    0   17  2   0  0 0.020 01.0  0.00201   -0.04200   -0.03831     -8.785714 
  48    0   18  2   0  0 0.020 01.0  0.00183   -0.01500   -0.01466     -2.266667 
  49    0   19  2   0  0 0.020 01.0  0.00203   -0.04500   -0.03944    -12.355556 
  50    0   20  2   0  0 0.020 01.0  0.00180   -0.01000   -0.01468    +46.800000 
  51    0   21  2   0  0 0.020 01.0  0.00228   -0.08200   -0.08143     -0.695122 
  52    0   22  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00227     +0.000000 
  53    0   23  2   0  0 0.020 01.0  0.00183   -0.01500   -0.01521     +1.400000 
  54    0   24  2   0  0 0.020 01.0  0.00201   -0.04100   -0.03877     -5.439024 
