================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee30_10_1000.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee30_10_1000.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/20/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 30 Bus Test Case
Número de barras:              30 
Número de ramos:               41 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00530   +1.06000   +1.07068     +1.007547 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.03728     -0.738756 
   3    0    3  6   0  0 0.015 01.1  0.00499   +0.99830   +0.99933     +0.103175 
   4    0    4  6   0  0 0.015 01.1  0.00492   +0.98363   +0.98172     -0.194179 
   5    0    5  6   0  0 0.015 01.1  0.00486   +0.97158   +0.96160     -1.027193 
   6    0    6  6   0  0 0.015 01.1  0.00487   +0.97316   +0.97610     +0.302109 
   7    0    7  6   0  0 0.015 01.1  0.00481   +0.96113   +0.97374     +1.311997 
   8    0    8  6   0  0 0.015 01.1  0.00484   +0.96855   +0.95716     -1.175985 
   9    0    9  6   0  0 0.015 01.1  0.00504   +1.00759   +1.01968     +1.199893 
  10    0   10  6   0  0 0.015 01.1  0.00496   +0.99208   +0.99358     +0.151197 
  11    0   11  6   0  0 0.015 01.1  0.00528   +1.05491   +1.05261     -0.218028 
  12    0   12  6   0  0 0.015 01.1  0.00511   +1.02124   +1.01059     -1.042850 
  13    0   13  6   0  0 0.015 01.1  0.00527   +1.05314   +1.04517     -0.756784 
  14    0   14  6   0  0 0.015 01.1  0.00499   +0.99888   +0.99731     -0.157176 
  15    0   15  6   0  0 0.015 01.1  0.00495   +0.99072   +0.99170     +0.098918 
  16    0   16  6   0  0 0.015 01.1  0.00499   +0.99811   +0.99376     -0.435824 
  17    0   17  6   0  0 0.015 01.1  0.00494   +0.98695   +0.99504     +0.819697 
  18    0   18  6   0  0 0.015 01.1  0.00487   +0.97408   +0.98524     +1.145696 
  19    0   19  6   0  0 0.015 01.1  0.00484   +0.96870   +0.97550     +0.701972 
  20    0   20  6   0  0 0.015 01.1  0.00487   +0.97345   +0.97071     -0.281473 
  21    0   21  6   0  0 0.015 01.1  0.00487   +0.97476   +0.97781     +0.312898 
  22    0   22  6   0  0 0.015 01.1  0.00488   +0.97557   +0.97970     +0.423342 
  23    0   23  6   0  0 0.015 01.1  0.00486   +0.97257   +0.96170     -1.117657 
  24    0   24  6   0  0 0.015 01.1  0.00480   +0.96016   +0.96005     -0.011456 
  25    0   25  6   0  0 0.015 01.1  0.00479   +0.95734   +0.95190     -0.568241 
  26    0   26  6   0  0 0.015 01.1  0.00466   +0.93181   +0.93400     +0.235026 
  27    0   27  6   0  0 0.015 01.1  0.00484   +0.96799   +0.98087     +1.330592 
  28    0   28  6   0  0 0.015 01.1  0.00483   +0.96568   +0.96356     -0.219534 
  29    0   29  6   0  0 0.015 01.1  0.00470   +0.93935   +0.92620     -1.399904 
  30    0   30  6   0  0 0.015 01.1  0.00461   +0.92287   +0.93476     +1.288372 
  31    0    1  2   0  0 0.020 01.0  0.00306   +0.19966   +0.20747     +3.911650 
  32    0    2  2   0  0 0.020 01.0  0.02512   +3.50800   +3.48664     -0.608894 
  33    0    3  2   0  0 0.020 01.0  0.00195   -0.03200   -0.03480     +8.750000 
  34    0    4  2   0  0 0.020 01.0  0.00184   -0.01600   -0.01283    -19.812500 
  35    0    5  2   0  0 0.020 01.0  0.01009   -1.25300   -1.25230     -0.055866 
  36    0    6  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00065     +0.000000 
  37    0    7  2   0  0 0.020 01.0  0.00375   -0.30300   -0.29884     -1.372937 
  38    0    8  2   0  0 0.020 01.0  0.00439   -0.39900   -0.40974     +2.691729 
  39    0    9  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00387     +0.000000 
  40    0   10  2   0  0 0.020 01.0  0.00278   -0.15700   -0.14961     -4.707006 
  41    0   11  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00420     +0.000000 
  42    0   12  2   0  0 0.020 01.0  0.00273   -0.14900   -0.14334     -3.798658 
  43    0   13  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00426     +0.000000 
  44    0   14  2   0  0 0.020 01.0  0.00228   -0.08200   -0.08868     +8.146341 
  45    0   15  2   0  0 0.020 01.0  0.00246   -0.10900   -0.10865     -0.321101 
  46    0   16  2   0  0 0.020 01.0  0.00205   -0.04700   -0.04515     -3.936170 
  47    0   17  2   0  0 0.020 01.0  0.00253   -0.12000   -0.12175     +1.458333 
  48    0   18  2   0  0 0.020 01.0  0.00202   -0.04300   -0.04119     -4.209302 
  49    0   19  2   0  0 0.020 01.0  0.00257   -0.12600   -0.12194     -3.222222 
  50    0   20  2   0  0 0.020 01.0  0.00193   -0.02900   -0.02813     -3.000000 
  51    0   21  2   0  0 0.020 01.0  0.00329   -0.23300   -0.23040     -1.115880 
  52    0   22  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00231     +0.000000 
  53    0   23  2   0  0 0.020 01.0  0.00202   -0.04300   -0.03888     -9.581395 
  54    0   24  2   0  0 0.020 01.0  0.00251   -0.11600   -0.11710     +0.948276 
  55    0   25  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00137     +0.000000 
  56    0   26  2   0  0 0.020 01.0  0.00205   -0.04700   -0.04291     -8.702128 
  57    0   27  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00239     +0.000000 
  58    0   28  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00103     +0.000000 
  59    0   29  2   0  0 0.020 01.0  0.00195   -0.03200   -0.03137     -1.968750 
  60    0   30  2   0  0 0.020 01.0  0.00267   -0.14100   -0.14190     +0.638298 
  61    0    1  5   0  0 0.020 01.0  0.00589   +0.62346   +0.60899     -2.320919 
  62    0    2  5   0  0 0.020 01.0  0.00204   +0.04565   +0.04864     +6.549836 
  63    0    3  5   0  0 0.020 01.0  0.00184   -0.01600   -0.02116    +32.250000 
  64    0    4  5   0  0 0.020 01.0  0.00175   -0.00300   -0.00374    +24.666667 
  65    0    5  5   0  0 0.020 01.0  0.00271   +0.14700   +0.13947     -5.122449 
  66    0    6  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00495     +0.000000 
  67    0    7  5   0  0 0.020 01.0  0.00270   -0.14500   -0.14464     -0.248276 
  68    0    8  5   0  0 0.020 01.0  0.00174   +0.00100   +0.00528   +428.000000 
  69    0    9  5   0  0 0.020 01.0  0.00173   +0.00000   -0.00121     +0.000000 
  70    0   10  5   0  0 0.020 01.0  0.00209   -0.05400   -0.04917     -8.944444 
  71    0   11  5   0  0 0.020 01.0  0.00333   +0.24000   +0.23510     -2.041667 
  72    0   12  5   0  0 0.020 01.0  0.00240   -0.10000   -0.09411     -5.890000 
  73    0   13  5   0  0 0.020 01.0  0.00333   +0.24000   +0.24789     +3.287500 
  74    0   14  5   0  0 0.020 01.0  0.00187   -0.02100   -0.02214     +5.428571 
  75    0   15  5   0  0 0.020 01.0  0.00195   -0.03300   -0.03153     -4.454545 
  76    0   16  5   0  0 0.020 01.0  0.00189   -0.02400   -0.02323     -3.208333 
  77    0   17  5   0  0 0.020 01.0  0.00225   -0.07700   -0.07168     -6.909091 
  78    0   18  5   0  0 0.020 01.0  0.00181   -0.01200   -0.01511    +25.916667 
  79    0   19  5   0  0 0.020 01.0  0.00203   -0.04500   -0.05105    +13.444444 
  80    0   20  5   0  0 0.020 01.0  0.00179   -0.00900   -0.00490    -45.555556 
  81    0   21  5   0  0 0.020 01.0  0.00273   -0.14900   -0.15333     +2.906040 
  82    0   22  5   0  0 0.020 01.0  0.00173   +0.00000   -0.00265     +0.000000 
  83    0   23  5   0  0 0.020 01.0  0.00187   -0.02100   -0.01942     -7.523810 
  84    0   24  5   0  0 0.020 01.0  0.00233   -0.08900   -0.09173     +3.067416 
  85    0   25  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00339     +0.000000 
  86    0   26  5   0  0 0.020 01.0  0.00194   -0.03100   -0.02653    -14.419355 
  87    0   27  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00463     +0.000000 
