================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee30_7_0700.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee30_7_0700.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/20/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 30 Bus Test Case
Número de barras:              30 
Número de ramos:               41 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00530   +1.06000   +1.07144     +1.079245 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.04898     +0.380861 
   3    0    3  6   0  0 0.015 01.1  0.00505   +1.00965   +0.99997     -0.958748 
   4    0    4  6   0  0 0.015 01.1  0.00499   +0.99748   +0.99968     +0.220556 
   5    0    5  6   0  0 0.015 01.1  0.00494   +0.98874   +0.97876     -1.009365 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99036   +1.00242     +1.217739 
   7    0    7  6   0  0 0.015 01.1  0.00490   +0.97960   +0.96718     -1.267864 
   8    0    8  6   0  0 0.015 01.1  0.00494   +0.98766   +0.98288     -0.483972 
   9    0    9  6   0  0 0.015 01.1  0.00515   +1.03062   +1.03311     +0.241602 
  10    0   10  6   0  0 0.015 01.1  0.00509   +1.01789   +1.01713     -0.074664 
  11    0   11  6   0  0 0.015 01.1  0.00539   +1.07698   +1.08685     +0.916452 
  12    0   12  6   0  0 0.015 01.1  0.00521   +1.04245   +1.04341     +0.092091 
  13    0   13  6   0  0 0.015 01.1  0.00536   +1.07100   +1.06224     -0.817927 
  14    0   14  6   0  0 0.015 01.1  0.00511   +1.02251   +1.02893     +0.627867 
  15    0   15  6   0  0 0.015 01.1  0.00508   +1.01557   +1.00486     -1.054580 
  16    0   16  6   0  0 0.015 01.1  0.00511   +1.02241   +1.02726     +0.474369 
