================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee30_17_1700.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee30_17_1700.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/20/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 30 Bus Test Case
Número de barras:              30 
Número de ramos:               41 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00530   +1.06000   +1.06682     +0.643396 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.04374     -0.120574 
   3    0    3  6   0  0 0.015 01.1  0.00505   +1.00913   +1.02183     +1.258510 
   4    0    4  6   0  0 0.015 01.1  0.00498   +0.99686   +1.01148     +1.466605 
   5    0    5  6   0  0 0.015 01.1  0.00494   +0.98860   +1.00143     +1.297795 
   6    0    6  6   0  0 0.015 01.1  0.00495   +0.99013   +0.98899     -0.115136 
   7    0    7  6   0  0 0.015 01.1  0.00490   +0.97941   +0.99130     +1.213996 
   8    0    8  6   0  0 0.015 01.1  0.00494   +0.98744   +0.98408     -0.340274 
   9    0    9  6   0  0 0.015 01.1  0.00515   +1.03105   +1.03424     +0.309393 
  10    0   10  6   0  0 0.015 01.1  0.00509   +1.01862   +1.02047     +0.181618 
  11    0   11  6   0  0 0.015 01.1  0.00539   +1.07740   +1.08858     +1.037683 
  12    0   12  6   0  0 0.015 01.1  0.00521   +1.04239   +1.03566     -0.645632 
  13    0   13  6   0  0 0.015 01.1  0.00536   +1.07100   +1.07625     +0.490196 
  14    0   14  6   0  0 0.015 01.1  0.00511   +1.02252   +1.02565     +0.306106 
  15    0   15  6   0  0 0.015 01.1  0.00508   +1.01569   +1.02046     +0.469631 
  16    0   16  6   0  0 0.015 01.1  0.00511   +1.02274   +1.01691     -0.570037 
  17    0   17  6   0  0 0.015 01.1  0.00507   +1.01362   +1.00850     -0.505120 
  18    0   18  6   0  0 0.015 01.1  0.00501   +1.00146   +0.99209     -0.935634 
  19    0   19  6   0  0 0.015 01.1  0.00498   +0.99698   +0.98503     -1.198620 
  20    0   20  6   0  0 0.015 01.1  0.00501   +1.00137   +0.99496     -0.640123 
  21    0   21  6   0  0 0.015 01.1  0.00502   +1.00311   +0.99874     -0.435645 
  22    0   22  6   0  0 0.015 01.1  0.00502   +1.00381   +1.00489     +0.107590 
  23    0   23  6   0  0 0.015 01.1  0.00500   +0.99998   +1.01470     +1.472029 
  24    0   24  6   0  0 0.015 01.1  0.00495   +0.98967   +0.97566     -1.415623 
  25    0   25  6   0  0 0.015 01.1  0.00493   +0.98549   +0.99169     +0.629129 
  26    0   26  6   0  0 0.015 01.1  0.00481   +0.96304   +0.97475     +1.215941 
  27    0   27  6   0  0 0.015 01.1  0.00497   +0.99377   +1.00468     +1.097840 
  28    0   28  6   0  0 0.015 01.1  0.00492   +0.98444   +0.97319     -1.142782 
  29    0   29  6   0  0 0.015 01.1  0.00484   +0.96855   +0.98178     +1.365959 
  30    0   30  6   0  0 0.015 01.1  0.00477   +0.95397   +0.95228     -0.177154 
  31    0    1  2   0  0 0.020 01.0  0.00293   +0.17970   +0.18630     +3.672788 
  32    0    2  2   0  0 0.020 01.0  0.02329   +3.23400   +3.28501     +1.577304 
  33    0    3  2   0  0 0.020 01.0  0.00193   -0.02900   -0.03067     +5.758621 
  34    0    4  2   0  0 0.020 01.0  0.00217   -0.06500   -0.06330     -2.615385 
  35    0    5  2   0  0 0.020 01.0  0.00939   -1.14900   -1.12845     -1.788512 
  36    0    6  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00499     +0.000000 
  37    0    7  2   0  0 0.020 01.0  0.00359   -0.27800   -0.28711     +3.276978 
  38    0    8  2   0  0 0.020 01.0  0.00417   -0.36600   -0.36909     +0.844262 
  39    0    9  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00365     +0.000000 
  40    0   10  2   0  0 0.020 01.0  0.00260   -0.13000   -0.13727     +5.592308 
  41    0   11  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00294     +0.000000 
  42    0   12  2   0  0 0.020 01.0  0.00265   -0.13700   -0.13974     +2.000000 
