================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee30_11_1100.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee30_11_1100.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/20/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 30 Bus Test Case
Número de barras:              30 
Número de ramos:               41 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00530   +1.06000   +1.05667     -0.314151 
   2    0    2  6   0  0 0.015 01.1  0.00514   +1.02743   +1.02430     -0.304644 
   3    0    3  6   0  0 0.015 01.1  0.00493   +0.98572   +0.99315     +0.753764 
   4    0    4  6   0  0 0.015 01.1  0.00485   +0.96908   +0.96973     +0.067074 
   5    0    5  6   0  0 0.015 01.1  0.00477   +0.95497   +0.95469     -0.029320 
   6    0    6  6   0  0 0.015 01.1  0.00479   +0.95793   +0.94611     -1.233911 
   7    0    7  6   0  0 0.015 01.1  0.00473   +0.94518   +0.93811     -0.748006 
   8    0    8  6   0  0 0.015 01.1  0.00477   +0.95335   +0.95185     -0.157340 
   9    0    9  6   0  0 0.015 01.1  0.00496   +0.99110   +0.99520     +0.413682 
  10    0   10  6   0  0 0.015 01.1  0.00487   +0.97476   +0.98088     +0.627847 
  11    0   11  6   0  0 0.015 01.1  0.00520   +1.03914   +1.05450     +1.478145 
  12    0   12  6   0  0 0.015 01.1  0.00502   +1.00501   +1.01804     +1.296505 
  13    0   13  6   0  0 0.015 01.1  0.00519   +1.03740   +1.02471     -1.223250 
  14    0   14  6   0  0 0.015 01.1  0.00491   +0.98229   +0.99566     +1.361105 
  15    0   15  6   0  0 0.015 01.1  0.00487   +0.97394   +0.96408     -1.012383 
  16    0   16  6   0  0 0.015 01.1  0.00491   +0.98118   +0.99503     +1.411566 
  17    0   17  6   0  0 0.015 01.1  0.00485   +0.96968   +0.97250     +0.290818 
  18    0   18  6   0  0 0.015 01.1  0.00479   +0.95690   +0.94945     -0.778556 
  19    0   19  6   0  0 0.015 01.1  0.00476   +0.95131   +0.93905     -1.288749 
  20    0   20  6   0  0 0.015 01.1  0.00478   +0.95605   +0.95031     -0.600387 
  21    0   21  6   0  0 0.015 01.1  0.00479   +0.95730   +0.96631     +0.941189 
  22    0   22  6   0  0 0.015 01.1  0.00479   +0.95814   +0.94597     -1.270169 
  23    0   23  6   0  0 0.015 01.1  0.00478   +0.95550   +0.95133     -0.436421 
  24    0   24  6   0  0 0.015 01.1  0.00471   +0.94279   +0.93239     -1.103109 
  25    0   25  6   0  0 0.015 01.1  0.00470   +0.94030   +0.93066     -1.025205 
  26    0   26  6   0  0 0.015 01.1  0.00458   +0.91499   +0.90297     -1.313676 
  27    0   27  6   0  0 0.015 01.1  0.00475   +0.95104   +0.95680     +0.605653 
  28    0   28  6   0  0 0.015 01.1  0.00475   +0.95029   +0.93850     -1.240674 
  29    0   29  6   0  0 0.015 01.1  0.00461   +0.92193   +0.92516     +0.350352 
  30    0   30  6   0  0 0.015 01.1  0.00453   +0.90522   +0.89636     -0.978768 
  31    0    1  2   0  0 0.020 01.0  0.01652   +2.21845   +2.23346     +0.676599 
  32    0    2  2   0  0 0.020 01.0  0.01165   +1.48699   +1.48690     -0.006052 
  33    0    3  2   0  0 0.020 01.0  0.00195   -0.03200   -0.03452     +7.875000 
  34    0    4  2   0  0 0.020 01.0  0.00181   -0.01101   -0.00742    -32.606721 
  35    0    5  2   0  0 0.020 01.0  0.01002   -1.24300   -1.22386     -1.539823 
  36    0    6  2   0  0 0.020 01.0  0.00173   -0.00001   +0.00455  -45600.000000 
  37    0    7  2   0  0 0.020 01.0  0.00374   -0.30100   -0.31221     +3.724252 
  38    0    8  2   0  0 0.020 01.0  0.00437   -0.39600   -0.39231     -0.931818 
  39    0    9  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00513     +0.000000 
  40    0   10  2   0  0 0.020 01.0  0.00279   -0.15900   -0.16559     +4.144654 
  41    0   11  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00409     +0.000000 
