================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee30_2_0200.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee30_2_0200.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/20/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 30 Bus Test Case
Número de barras:              30 
Número de ramos:               41 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  0 0.015 01.1  0.00530   +1.06000   +1.07533     +1.446226 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.04543     +0.041148 
   3    0    3  6   0  0 0.015 01.1  0.00523   +1.04517   +1.06061     +1.477272 
   4    0    4  6   0  0 0.015 01.1  0.00520   +1.04064   +1.03926     -0.132611 
   5    0    5  6   0  0 0.015 01.1  0.00505   +1.01000   +1.00776     -0.221782 
   6    0    6  6   0  0 0.015 01.1  0.00519   +1.03849   +1.02955     -0.860865 
   7    0    7  6   0  0 0.015 01.1  0.00513   +1.02643   +1.01699     -0.919693 
   8    0    8  6   0  0 0.015 01.1  0.00517   +1.03443   +1.04476     +0.998618 
   9    0    9  6   0  0 0.015 01.1  0.00541   +1.08241   +1.08977     +0.679964 
  10    0   10  6   0  0 0.015 01.1  0.00547   +1.09362   +1.09459     +0.088696 
  11    0   11  6   0  0 0.015 01.1  0.00541   +1.08200   +1.09268     +0.987061 
  12    0   12  6   0  0 0.015 01.1  0.00549   +1.09780   +1.09819     +0.035526 
  13    0   13  6   0  0 0.015 01.1  0.00545   +1.09010   +1.09180     +0.155949 
  14    0   14  6   0  0 0.015 01.1  0.00548   +1.09597   +1.08655     -0.859513 
  15    0   15  6   0  0 0.015 01.1  0.00548   +1.09511   +1.09799     +0.262987 
  16    0   16  6   0  0 0.015 01.1  0.00547   +1.09462   +1.08289     -1.071605 
  17    0   17  6   0  0 0.015 01.1  0.00547   +1.09337   +1.07868     -1.343553 
  18    0   18  6   0  0 0.015 01.1  0.00547   +1.09303   +1.09904     +0.549848 
  19    0   19  6   0  0 0.015 01.1  0.00546   +1.09214   +1.09570     +0.325966 
  20    0   20  6   0  0 0.015 01.1  0.00546   +1.09239   +1.08320     -0.841275 
  21    0   21  6   0  0 0.015 01.1  0.00546   +1.09265   +1.08958     -0.280968 
  22    0   22  6   0  0 0.015 01.1  0.00547   +1.09295   +1.09721     +0.389771 
  23    0   23  6   0  0 0.015 01.1  0.00547   +1.09444   +1.09626     +0.166295 
  24    0   24  6   0  0 0.015 01.1  0.00547   +1.09456   +1.08233     -1.117344 
  25    0   25  6   0  0 0.015 01.1  0.00543   +1.08660   +1.07582     -0.992085 
  26    0   26  6   0  0 0.015 01.1  0.00542   +1.08438   +1.06814     -1.497630 
  27    0   27  6   0  0 0.015 01.1  0.00541   +1.08259   +1.07993     -0.245707 
  28    0   28  6   0  0 0.015 01.1  0.00520   +1.03953   +1.03917     -0.034631 
  29    0   29  6   0  0 0.015 01.1  0.00540   +1.08014   +1.06912     -1.020238 
  30    0   30  6   0  0 0.015 01.1  0.00539   +1.07855   +1.08395     +0.500672 
  31    0    1  2   0  0 0.020 01.0  0.00259   +0.12805   +0.12057     -5.841468 
  32    0    2  2   0  0 0.020 01.0  0.00420   +0.37000   +0.36042     -2.589189 
  33    0    3  2   0  0 0.020 01.0  0.00175   -0.00300   +0.00176   -158.666667 
  34    0    4  2   0  0 0.020 01.0  0.00177   -0.00500   +0.00004   -100.800000 
  35    0    5  2   0  0 0.020 01.0  0.00261   -0.13200   -0.13936     +5.575758 
  36    0    6  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00006     +0.000000 
  37    0    7  2   0  0 0.020 01.0  0.00195   -0.03200   -0.02776    -13.250000 
  38    0    8  2   0  0 0.020 01.0  0.00201   -0.04200   -0.04511     +7.404762 
  39    0    9  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00348     +0.000000 
  40    0   10  2   0  0 0.020 01.0  0.00265   -0.13800   -0.13301     -3.615942 
  41    0   11  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00134     +0.000000 
  42    0   12  2   0  0 0.020 01.0  0.00184   -0.01600   -0.02150    +34.375000 
  43    0   13  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00125     +0.000000 
  44    0   14  2   0  0 0.020 01.0  0.00179   -0.00900   -0.00465    -48.333333 
  45    0   15  2   0  0 0.020 01.0  0.00181   -0.01100   -0.00904    -17.818182 
  46    0   16  2   0  0 0.020 01.0  0.00177   -0.00500   -0.00628    +25.600000 
  47    0   17  2   0  0 0.020 01.0  0.00182   -0.01300   -0.01156    -11.076923 
  48    0   18  2   0  0 0.020 01.0  0.00176   -0.00400   -0.00671    +67.750000 
  49    0   19  2   0  0 0.020 01.0  0.00182   -0.01300   -0.01222     -6.000000 
  50    0   20  2   0  0 0.020 01.0  0.00175   -0.00300   +0.00207   -169.000000 
  51    0   21  2   0  0 0.020 01.0  0.00190   -0.02500   -0.02101    -15.960000 
  52    0   22  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00225     +0.000000 
  53    0   23  2   0  0 0.020 01.0  0.00176   -0.00400   -0.00207    -48.250000 
  54    0   24  2   0  0 0.020 01.0  0.00181   -0.01200   -0.01354    +12.833333 
  55    0   25  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00506     +0.000000 
  56    0   26  2   0  0 0.020 01.0  0.00177   -0.00500   -0.00941    +88.200000 
  57    0   27  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00260     +0.000000 
  58    0   28  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00324     +0.000000 
  59    0   29  2   0  0 0.020 01.0  0.00175   -0.00300   -0.00737   +145.666667 
  60    0   30  2   0  0 0.020 01.0  0.00183   -0.01500   -0.01466     -2.266667 
  61    0    1  5   0  0 0.020 01.0  0.00362   +0.28353   +0.29006     +2.303107 
  62    0    2  5   0  0 0.020 01.0  0.00321   -0.22155   -0.21694     -2.080794 
  63    0    3  5   0  0 0.020 01.0  0.00175   -0.00200   -0.00576   +188.000000 
  64    0    4  5   0  0 0.020 01.0  0.00174   -0.00100   -0.00165    +65.000000 
  65    0    5  5   0  0 0.020 01.0  0.00387   -0.31997   -0.32344     +1.084477 
  66    0    6  5   0  0 0.020 01.0  0.00173   -0.00000   -0.00022     +0.000000 
  67    0    7  5   0  0 0.020 01.0  0.00183   -0.01500   -0.01404     -6.400000 
  68    0    8  5   0  0 0.020 01.0  0.00268   -0.14199   -0.14769     +4.014367 
  69    0    9  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00422     +0.000000 
  70    0   10  5   0  0 0.020 01.0  0.00205   -0.04800   -0.04627     -3.604167 
  71    0   11  5   0  0 0.020 01.0  0.00175   -0.00212   -0.00566   +166.981132 
  72    0   12  5   0  0 0.020 01.0  0.00181   -0.01100   -0.01029     -6.454545 
  73    0   13  5   0  0 0.020 01.0  0.00213   -0.06000   -0.05448     -9.200000 
  74    0   14  5   0  0 0.020 01.0  0.00175   -0.00200   +0.00097   -148.500000 
  75    0   15  5   0  0 0.020 01.0  0.00176   -0.00400   -0.00204    -49.000000 
  76    0   16  5   0  0 0.020 01.0  0.00175   -0.00300   -0.00336    +12.000000 
  77    0   17  5   0  0 0.020 01.0  0.00179   -0.00800   -0.01057    +32.125000 
  78    0   18  5   0  0 0.020 01.0  0.00174   -0.00100   -0.00028    -72.000000 
  79    0   19  5   0  0 0.020 01.0  0.00177   -0.00500   -0.00766    +53.200000 
  80    0   20  5   0  0 0.020 01.0  0.00174   -0.00100   -0.00289   +189.000000 
  81    0   21  5   0  0 0.020 01.0  0.00184   -0.01600   -0.01146    -28.375000 
  82    0   22  5   0  0 0.020 01.0  0.00173   -0.00000   +0.00401     +0.000000 
  83    0   23  5   0  0 0.020 01.0  0.00175   -0.00200   +0.00109   -154.500000 
  84    0   24  5   0  0 0.020 01.0  0.00179   -0.00900   -0.00442    -50.888889 
  85    0   25  5   0  0 0.020 01.0  0.00173   -0.00000   -0.00334     +0.000000 
  86    0   26  5   0  0 0.020 01.0  0.00175   -0.00300   -0.00282     -6.000000 
  87    0   27  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00132     +0.000000 
  88    0   28  5   0  0 0.020 01.0  0.00173   -0.00000   +0.00430     +0.000000 
  89    0   29  5   0  0 0.020 01.0  0.00174   -0.00100   +0.00071   -171.000000 
  90    0   30  5   0  0 0.020 01.0  0.00175   -0.00300   -0.00417    +39.000000 
  91    1    2  1   0  0 0.020 01.0  0.00187   +0.02098   +0.02368    +12.869399 
  92    1    3  1   0  0 0.020 01.0  0.00245   +0.10707   +0.11174     +4.361633 
  93    2    4  1   0  0 0.020 01.0  0.00252   +0.11756   +0.11908     +1.292957 
  94    3    4  1   0  0 0.020 01.0  0.00242   +0.10343   +0.09740     -5.830030 
  95    2    5  1   0  0 0.020 01.0  0.00259   +0.12900   +0.13557     +5.093023 
  96    2    6  1   0  0 0.020 01.0  0.00269   +0.14317   +0.13597     -5.028987 
  97    4    6  1   0  0 0.020 01.0  0.00251   +0.11723   +0.11764     +0.349740 
  98    5    7  1   0  0 0.020 01.0  0.00177   -0.00476   -0.00879    +84.663866 
  99    6    7  1   0  0 0.020 01.0  0.00199   +0.03818   +0.03675     -3.745416 
 100    6    8  1   0  0 0.020 01.0  0.00201   +0.04205   +0.04583     +8.989298 
 101    6    9  1   0  0 0.020 01.0  0.00235   +0.09309   +0.08948     -3.877968 
 102    6   10  1   0  0 0.020 01.0  0.00209   +0.05375   +0.05857     +8.967442 
 103    9   11  1   0  0 0.020 01.0  0.00173   +0.00000   +0.00221     +0.000000 
 104    9   10  1   0  0 0.020 01.0  0.00235   +0.09310   +0.09137     -1.858217 
 105    4   12  1   0  0 0.020 01.0  0.00238   +0.09781   +0.09422     -3.670381 
 106   12   13  1   0  0 0.020 01.0  0.00173   +0.00000   -0.00257     +0.000000 
 107   12   14  1   0  0 0.020 01.0  0.00183   +0.01425   +0.01719    +20.631579 
 108   12   15  1   0  0 0.020 01.0  0.00199   +0.03844   +0.03306    -13.995838 
 109   12   16  1   0  0 0.020 01.0  0.00193   +0.02912   +0.03126     +7.348901 
 110   14   15  1   0  0 0.020 01.0  0.00177   +0.00523   +0.00651    +24.474187 
 111   16   17  1   0  0 0.020 01.0  0.00189   +0.02405   +0.02685    +11.642412 
 112   15   18  1   0  0 0.020 01.0  0.00186   +0.01873   +0.02405    +28.403631 
 113   18   19  1   0  0 0.020 01.0  0.00183   +0.01470   +0.01342     -8.707483 
 114   19   20  1   0  0 0.020 01.0  0.00175   +0.00169   -0.00082   -148.520710 
 115   10   20  1   0  0 0.020 01.0  0.00174   +0.00132   +0.00526   +298.484848 
 116   10   17  1   0  0 0.020 01.0  0.00181   -0.01102   -0.00770    -30.127042 
 117   10   21  1   0  0 0.020 01.0  0.00182   +0.01356   +0.01314     -3.097345 
 118   10   22  1   0  0 0.020 01.0  0.00177   +0.00499   +0.00065    -86.973948 
 119   21   22  1   0  0 0.020 01.0  0.00181   -0.01145   -0.01075     -6.113537 
 120   15   23  1   0  0 0.020 01.0  0.00183   +0.01385   +0.01043    -24.693141 
 121   22   24  1   0  0 0.020 01.0  0.00178   -0.00646   -0.00613     -5.108359 
 122   23   24  1   0  0 0.020 01.0  0.00180   +0.00983   +0.00827    -15.869786 
 123   24   25  1   0  0 0.020 01.0  0.00179   -0.00865   -0.01064    +23.005780 
 124   25   26  1   0  0 0.020 01.0  0.00177   +0.00501   +0.00741    +47.904192 
 125   25   27  1   0  0 0.020 01.0  0.00183   -0.01383   -0.01365     -1.301518 
 126   28   27  1   0  0 0.020 01.0  0.00195   +0.03196   +0.03536    +10.638298 
 127   27   29  1   0  0 0.020 01.0  0.00179   +0.00832   +0.00515    -38.100962 
 128   27   30  1   0  0 0.020 01.0  0.00180   +0.00973   +0.01165    +19.732785 
 129   29   30  1   0  0 0.020 01.0  0.00177   +0.00531   +0.00056    -89.453861 
 130    8   28  1   0  0 0.020 01.0  0.00173   -0.00006   +0.00307  -5216.666667 
