================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee14_1_0100.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee14_1_0100.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/19/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1962
Estação:                       W
Identificação:                 IEEE 14 Bus Test Case
Número de barras:              14 
Número de ramos:               20 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  1 0.015 01.1  0.00530   +1.06000   +1.07290     +1.216981 
   2    0    2  6   0  0 0.015 01.1  0.00523   +1.04577   +1.03407     -1.118793 
   3    0    3  6   0  0 0.015 01.1  0.00521   +1.04275   +1.05568     +1.239990 
   4    0    4  6   0  1 0.015 01.1  0.00523   +1.04565   +1.04980     +0.396882 
   5    0    5  6   0  0 0.015 01.1  0.00522   +1.04446   +1.03185     -1.207322 
   6    0    6  6   0  0 0.015 01.1  0.00548   +1.09575   +1.08847     -0.664385 
   7    0    7  6   0  0 0.015 01.1  0.00543   +1.08518   +1.08671     +0.140990 
   8    0    8  6   0  0 0.015 01.1  0.00545   +1.09000   +1.10496     +1.372477 
   9    0    9  6   0  1 0.015 01.1  0.00545   +1.09079   +1.10601     +1.395319 
  10    0   10  6   0  0 0.015 01.1  0.00539   +1.07785   +1.06677     -1.027972 
  11    0   11  6   0  0 0.015 01.1  0.00543   +1.08584   +1.10117     +1.411810 
  12    0   12  6   0  0 0.015 01.1  0.00547   +1.09357   +1.10857     +1.371654 
  13    0   13  6   0  0 0.015 01.1  0.00546   +1.09245   +1.09197     -0.043938 
  14    0   14  6   0  0 0.015 01.1  0.00544   +1.08888   +1.09869     +0.900926 
  15    0    1  2   0  0 0.020 01.0  0.00296   +0.18400   +0.17764     -3.456522 
  16    0    2  2   0  0 0.020 01.0  0.00418   +0.36700   +0.36504     -0.534060 
  17    0    3  2   0  0 0.020 01.0  0.00267   -0.14100   -0.13433     -4.730496 
  18    0    4  2   0  0 0.020 01.0  0.00221   -0.07200   -0.06812     -5.388889 
  19    0    5  2   0  0 0.020 01.0  0.00181   -0.01100   -0.00602    -45.272727 
  20    0    6  2   0  0 0.020 01.0  0.00185   -0.01700   -0.01527    -10.176471 
  21    0    7  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00483     +0.000000 
  22    0    8  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00363     +0.000000 
  23    0    9  2   0  0 0.020 01.0  0.00203   -0.04400   -0.03872    -12.000000 
  24    0   10  2   0  0 0.020 01.0  0.00309   -0.20300   -0.19969     -1.630542 
  25    0   11  2   0  0 0.020 01.0  0.00177   -0.00500   -0.00227    -54.600000 
  26    0   12  2   0  0 0.020 01.0  0.00179   -0.00900   -0.00638    -29.111111 
  27    0   13  2   0  0 0.020 01.0  0.00187   -0.02000   -0.02121     +6.050000 
  28    0   14  2   0  0 0.020 01.0  0.00188   -0.02200   -0.02025     -7.954545 
  29    0    1  5   0  0 0.020 01.0  0.00322   +0.22268   +0.21633     -2.851626 
  30    0    2  5   0  0 0.020 01.0  0.00453   -0.41898   -0.41338     -1.336579 
  31    0    3  5   0  0 0.020 01.0  0.00193   -0.02900   -0.03441    +18.655172 
  32    0    4  5   0  0 0.020 01.0  0.00177   +0.00600   +0.00363    -39.500000 
  33    0    5  5   0  0 0.020 01.0  0.00175   -0.00200   -0.00676   +238.000000 
  34    0    6  5   0  0 0.020 01.0  0.00221   -0.07100   -0.07633     +7.507042 
  35    0    7  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00336     +0.000000 
  36    0    8  5   0  0 0.020 01.0  0.00193   +0.02982   +0.03208     +7.578806 
