================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee14_18_1800.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee14_18_1800.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/19/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1962
Estação:                       W
Identificação:                 IEEE 14 Bus Test Case
Número de barras:              14 
Número de ramos:               20 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  1 0.015 01.1  0.00530   +1.06000   +1.07136     +1.071698 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.05953     +1.390431 
   3    0    3  6   0  0 0.015 01.1  0.00505   +1.01000   +1.00966     -0.033663 
   4    0    4  6   0  1 0.015 01.1  0.00508   +1.01584   +1.00731     -0.839699 
   5    0    5  6   0  0 0.015 01.1  0.00509   +1.01774   +1.00938     -0.821428 
   6    0    6  6   0  0 0.015 01.1  0.00535   +1.07000   +1.07118     +0.110280 
   7    0    7  6   0  0 0.015 01.1  0.00530   +1.05914   +1.06747     +0.786487 
   8    0    8  6   0  0 0.015 01.1  0.00545   +1.09000   +1.08502     -0.456881 
   9    0    9  6   0  1 0.015 01.1  0.00526   +1.05209   +1.05087     -0.115960 
  10    0   10  6   0  0 0.015 01.1  0.00522   +1.04295   +1.04731     +0.418045 
  11    0   11  6   0  0 0.015 01.1  0.00526   +1.05241   +1.06558     +1.251413 
  12    0   12  6   0  0 0.015 01.1  0.00527   +1.05325   +1.04255     -1.015903 
  13    0   13  6   0  0 0.015 01.1  0.00524   +1.04786   +1.05464     +0.647033 
  14    0   14  6   0  0 0.015 01.1  0.00515   +1.03013   +1.03253     +0.232980 
  15    0    1  2   0  0 0.020 01.0  0.01304   +1.69654   +1.69132     -0.307685 
  16    0    2  2   0  0 0.020 01.0  0.00814   +0.96100   +0.97977     +1.953174 
  17    0    3  2   0  0 0.020 01.0  0.00871   -1.04600   -1.05159     +0.534417 
  18    0    4  2   0  0 0.020 01.0  0.00463   -0.43500   -0.44392     +2.050575 
  19    0    5  2   0  0 0.020 01.0  0.00229   -0.08400   -0.08217     -2.178571 
  20    0    6  2   0  0 0.020 01.0  0.00256   -0.12400   -0.12210     -1.532258 
  21    0    7  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00179     +0.000000 
  22    0    8  2   0  0 0.020 01.0  0.00173   -0.00000   +0.00315     +0.000000 
  23    0    9  2   0  0 0.020 01.0  0.00352   -0.26800   -0.25745     -3.936567 
  24    0   10  2   0  0 0.020 01.0  0.00279   -0.15800   -0.14996     -5.088608 
  25    0   11  2   0  0 0.020 01.0  0.00199   -0.03900   -0.04346    +11.435897 
  26    0   12  2   0  0 0.020 01.0  0.00219   -0.06800   -0.07151     +5.161765 
  27    0   13  2   0  0 0.020 01.0  0.00273   -0.15000   -0.15781     +5.206667 
  28    0   14  2   0  0 0.020 01.0  0.00283   -0.16500   -0.16317     -1.109091 
  29    0    1  5   0  0 0.020 01.0  0.00182   -0.01237   -0.01661    +34.276475 
  30    0    2  5   0  0 0.020 01.0  0.00219   +0.06899   +0.06777     -1.768372 
  31    0    3  5   0  0 0.020 01.0  0.00249   +0.11387   +0.11961     +5.040836 
  32    0    4  5   0  0 0.020 01.0  0.00197   +0.03500   +0.03557     +1.628571 
  33    0    5  5   0  0 0.020 01.0  0.00185   -0.01800   -0.01946     +8.111111 
  34    0    6  5   0  0 0.020 01.0  0.00241   +0.10084   +0.09663     -4.174931 
  35    0    7  5   0  0 0.020 01.0  0.00173   +0.00000   -0.00061     +0.000000 
  36    0    8  5   0  0 0.020 01.0  0.00301   +0.19093   +0.19916     +4.310480 
  37    0    9  5   0  0 0.020 01.0  0.00274   -0.15100   -0.15718     +4.092715 
  38    0   10  5   0  0 0.020 01.0  0.00241   -0.10200   -0.10242     +0.411765 
  39    0   11  5   0  0 0.020 01.0  0.00187   -0.02000   -0.01600    -20.000000 
  40    0   12  5   0  0 0.020 01.0  0.00185   -0.01800   -0.02308    +28.222222 
  41    0   13  5   0  0 0.020 01.0  0.00216   -0.06400   -0.06152     -3.875000 
  42    0   14  5   0  0 0.020 01.0  0.00211   -0.05600   -0.04995    -10.803571 
  43    1    2  1   0  0 0.020 01.0  0.00853   +1.01940   +1.00831     -1.087895 
  44    1    5  1   0  0 0.020 01.0  0.00625   +0.67714   +0.66341     -2.027646 
  45    2    3  1   0  0 0.020 01.0  0.00722   +0.82336   +0.83139     +0.975272 
  46    2    4  1   0  0 0.020 01.0  0.00598   +0.63661   +0.65130     +2.307535 
  47    2    5  1   0  0 0.020 01.0  0.00508   +0.50249   +0.50587     +0.672650 
  48    3    4  1   0  0 0.020 01.0  0.00341   -0.25193   -0.24374     -3.250903 
  49    4    5  1   0  0 0.020 01.0  0.00551   -0.56661   -0.57675     +1.789591 
  50    4    7  1   0  0 0.020 01.0  0.00381   +0.31181   +0.31763     +1.866521 
  51    4    9  1   0  0 0.020 01.0  0.00292   +0.17842   +0.17573     -1.507679 
  52    5    6  1   0  0 0.020 01.0  0.00499   +0.48904   +0.48660     -0.498937 
  53    6   11  1   0  0 0.020 01.0  0.00230   +0.08521   +0.08046     -5.574463 
  54    6   12  1   0  0 0.020 01.0  0.00231   +0.08600   +0.09041     +5.127907 
  55    6   13  1   0  0 0.020 01.0  0.00303   +0.19383   +0.19609     +1.165970 
  56    7    8  1   0  0 0.020 01.0  0.00173   +0.00000   +0.00248     +0.000000 
