================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee14_5_0500.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee14_5_0500.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/19/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1962
Estação:                       W
Identificação:                 IEEE 14 Bus Test Case
Número de barras:              14 
Número de ramos:               20 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  1 0.015 01.1  0.00530   +1.06000   +1.05524     -0.449057 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.05008     +0.486124 
   3    0    3  6   0  0 0.015 01.1  0.00511   +1.02271   +1.02014     -0.251293 
   4    0    4  6   0  1 0.015 01.1  0.00518   +1.03595   +1.04657     +1.025146 
   5    0    5  6   0  0 0.015 01.1  0.00517   +1.03507   +1.04541     +0.998966 
   6    0    6  6   0  0 0.015 01.1  0.00538   +1.07578   +1.06792     -0.730633 
   7    0    7  6   0  0 0.015 01.1  0.00539   +1.07745   +1.08111     +0.339691 
   8    0    8  6   0  0 0.015 01.1  0.00545   +1.09000   +1.09269     +0.246789 
   9    0    9  6   0  1 0.015 01.1  0.00540   +1.07954   +1.08085     +0.121348 
  10    0   10  6   0  0 0.015 01.1  0.00532   +1.06307   +1.07487     +1.109993 
  11    0   11  6   0  0 0.015 01.1  0.00534   +1.06766   +1.06013     -0.705281 
  12    0   12  6   0  0 0.015 01.1  0.00535   +1.06964   +1.06380     -0.545978 
  13    0   13  6   0  0 0.015 01.1  0.00534   +1.06831   +1.05611     -1.141991 
  14    0   14  6   0  0 0.015 01.1  0.00533   +1.06656   +1.08063     +1.319194 
  15    0    1  2   0  0 0.020 01.0  0.00638   +0.69646   +0.70203     +0.799759 
  16    0    2  2   0  0 0.020 01.0  0.00372   +0.29800   +0.29754     -0.154362 
  17    0    3  2   0  0 0.020 01.0  0.00469   -0.44300   -0.43908     -0.884876 
  18    0    4  2   0  0 0.020 01.0  0.00189   -0.02400   -0.02349     -2.125000 
  19    0    5  2   0  0 0.020 01.0  0.00197   -0.03600   -0.03426     -4.833333 
  20    0    6  2   0  0 0.020 01.0  0.00209   -0.05300   -0.05245     -1.037736 
  21    0    7  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00230     +0.000000 
  22    0    8  2   0  0 0.020 01.0  0.00173   +0.00000   +0.00023     +0.000000 
  23    0    9  2   0  0 0.020 01.0  0.00183   -0.01500   -0.00957    -36.200000 
  24    0   10  2   0  0 0.020 01.0  0.00323   -0.22500   -0.23046     +2.426667 
  25    0   11  2   0  0 0.020 01.0  0.00184   -0.01600   -0.02035    +27.187500 
  26    0   12  2   0  0 0.020 01.0  0.00193   -0.02900   -0.03351    +15.551724 
  27    0   13  2   0  0 0.020 01.0  0.00215   -0.06300   -0.06864     +8.952381 
  28    0   14  2   0  0 0.020 01.0  0.00220   -0.07000   -0.07126     +1.800000 
  29    0    1  5   0  0 0.020 01.0  0.00263   +0.13449   +0.13367     -0.609711 
  30    0    2  5   0  0 0.020 01.0  0.00289   -0.17366   -0.17598     +1.335944 
  31    0    3  5   0  0 0.020 01.0  0.00233   -0.08900   -0.08532     -4.134831 
  32    0    4  5   0  0 0.020 01.0  0.00175   +0.00200   +0.00334    +67.000000 
  33    0    5  5   0  0 0.020 01.0  0.00179   -0.00800   -0.00508    -36.500000 
  34    0    6  5   0  0 0.020 01.0  0.00237   -0.09500   -0.08885     -6.473684 
  35    0    7  5   0  0 0.020 01.0  0.00173   +0.00000   +0.00492     +0.000000 
  36    0    8  5   0  0 0.020 01.0  0.00225   +0.07769   +0.07353     -5.354614 
  37    0    9  5   0  0 0.020 01.0  0.00179   -0.00800   -0.01187    +48.375000 
  38    0   10  5   0  0 0.020 01.0  0.00270   -0.14500   -0.14182     -2.193103 
  39    0   11  5   0  0 0.020 01.0  0.00179   -0.00800   -0.01235    +54.375000 
  40    0   12  5   0  0 0.020 01.0  0.00179   -0.00800   -0.00773     -3.375000 
  41    0   13  5   0  0 0.020 01.0  0.00191   -0.02700   -0.02665     -1.296296 
  42    0   14  5   0  0 0.020 01.0  0.00189   -0.02300   -0.01891    -17.782609 
  43    1    2  1   0  0 0.020 01.0  0.00463   +0.43385   +0.43343     -0.096808 
  44    1    5  1   0  0 0.020 01.0  0.00348   +0.26261   +0.26039     -0.845360 
  45    2    3  1   0  0 0.020 01.0  0.00386   +0.31835   +0.32232     +1.247055 
  46    2    4  1   0  0 0.020 01.0  0.00324   +0.22575   +0.23044     +2.077519 
  47    2    5  1   0  0 0.020 01.0  0.00296   +0.18420   +0.18456     +0.195440 
  48    3    4  1   0  0 0.020 01.0  0.00259   -0.12912   -0.13149     +1.835502 
  49    4    5  1   0  0 0.020 01.0  0.00295   -0.18214   -0.18833     +3.398485 
  50    4    7  1   0  0 0.020 01.0  0.00280   +0.15918   +0.16062     +0.904636 
  51    4    9  1   0  0 0.020 01.0  0.00234   +0.09174   +0.08840     -3.640724 
  52    5    6  1   0  0 0.020 01.0  0.00322   +0.22292   +0.21412     -3.947605 
  53    6   11  1   0  0 0.020 01.0  0.00212   +0.05771   +0.06095     +5.614278 
  54    6   12  1   0  0 0.020 01.0  0.00196   +0.03467   +0.03163     -8.768388 
  55    6   13  1   0  0 0.020 01.0  0.00225   +0.07755   +0.07677     -1.005803 
  56    7    8  1   0  0 0.020 01.0  0.00173   +0.00000   +0.00195     +0.000000 
  57    7    9  1   0  0 0.020 01.0  0.00280   +0.15918   +0.15682     -1.482598 
  58    9   10  1   0  0 0.020 01.0  0.00297   +0.18520   +0.18941     +2.273218 
  59    9   14  1   0  0 0.020 01.0  0.00207   +0.05073   +0.04942     -2.582298 
  60   10   11  1   0  0 0.020 01.0  0.00201   -0.04128   -0.03907     -5.353682 
  61   12   13  1   0  0 0.020 01.0  0.00177   +0.00553   +0.00770    +39.240506 
  62   13   14  1   0  0 0.020 01.0  0.00186   +0.01970   +0.01905     -3.299492 
  63    1    2  4   0  0 0.020 01.0  0.00241   +0.10104   +0.09410     -6.868567 
  64    1    5  4   0  0 0.020 01.0  0.00196   +0.03345   +0.03146     -5.949178 
  65    2    3  4   0  0 0.020 01.0  0.00191   +0.02688   +0.02602     -3.199405 
  66    2    4  4   0  0 0.020 01.0  0.00197   -0.03496   -0.03767     +7.751716 
  67    2    5  4   0  0 0.020 01.0  0.00185   -0.01686   -0.02022    +19.928826 
  68    3    4  4   0  0 0.020 01.0  0.00196   -0.03413   -0.03035    -11.075300 
  69    4    5  4   0  0 0.020 01.0  0.00227   +0.08005   +0.07910     -1.186758 
  70    4    7  4   0  0 0.020 01.0  0.00233   -0.08984   -0.08441     -6.044078 
  71    4    9  4   0  0 0.020 01.0  0.00185   -0.01805   -0.01926     +6.703601 
  72    5    6  4   0  0 0.020 01.0  0.00279   +0.15867   +0.16318     +2.842377 
  73    6   11  4   0  0 0.020 01.0  0.00184   +0.01657   +0.01543     -6.879903 
  74    6   12  4   0  0 0.020 01.0  0.00179   +0.00927   +0.01259    +35.814455 
  75    6   13  4   0  0 0.020 01.0  0.00188   +0.02253   +0.02541    +12.782956 
  76    7    8  4   0  0 0.020 01.0  0.00225   -0.07679   -0.07845     +2.161740 
  77    7    9  4   0  0 0.020 01.0  0.00186   -0.01927   -0.02245    +16.502335 
  78    9   10  4   0  0 0.020 01.0  0.00267   +0.14128   +0.14595     +3.305493 
  79    9   14  4   0  0 0.020 01.0  0.00192   +0.02813   +0.03330    +18.378955 
  80   10   11  4   0  0 0.020 01.0  0.00178   -0.00765   -0.00950    +24.183007 
  81   12   13  4   0  0 0.020 01.0  0.00174   +0.00099   +0.00277   +179.797980 
  82   13   14  4   0  0 0.020 01.0  0.00176   -0.00422   -0.00487    +15.402844 
  83    2    1  1   0  0 0.020 01.0  0.00460   -0.43031   -0.42110     -2.140317 
  84    5    1  1   0  0 0.020 01.0  0.00346   -0.25912   -0.25353     -2.157302 
  85    3    2  1   0  0 0.020 01.0  0.00383   -0.31388   -0.32152     +2.434051 
  86    4    2  1   0  0 0.020 01.0  0.00322   -0.22303   -0.21603     -3.138591 
  87    5    2  1   0  0 0.020 01.0  0.00295   -0.18243   -0.17376     -4.752508 
  88    4    3  1   0  0 0.020 01.0  0.00260   +0.13024   +0.13046     +0.168919 
  89    5    4  1   0  0 0.020 01.0  0.00295   +0.18263   +0.18943     +3.723375 
  90    7    4  1   0  0 0.020 01.0  0.00280   -0.15918   -0.15770     -0.929765 
  91    9    4  1   0  0 0.020 01.0  0.00234   -0.09174   -0.09660     +5.297580 
  92    6    5  1   0  0 0.020 01.0  0.00322   -0.22292   -0.22872     +2.601830 
  93   11    6  1   0  0 0.020 01.0  0.00212   -0.05741   -0.05859     +2.055391 
  94   12    6  1   0  0 0.020 01.0  0.00196   -0.03453   -0.03160     -8.485375 
  95   13    6  1   0  0 0.020 01.0  0.00225   -0.07718   -0.07278     -5.700959 
  96    8    7  1   0  0 0.020 01.0  0.00173   -0.00000   +0.00302     +0.000000 
  97    9    7  1   0  0 0.020 01.0  0.00280   -0.15918   -0.16222     +1.909788 
  98   10    9  1   0  0 0.020 01.0  0.00296   -0.18372   -0.18311     -0.332027 
  99   14    9  1   0  0 0.020 01.0  0.00207   -0.05036   -0.05545    +10.107228 
 100   11   10  1   0  0 0.020 01.0  0.00201   +0.04141   +0.03673    -11.301618 
 101   13   12  1   0  0 0.020 01.0  0.00177   -0.00552   -0.00939    +70.108696 
 102   14   13  1   0  0 0.020 01.0  0.00186   -0.01964   -0.01764    -10.183299 
 103    2    1  4   0  0 0.020 01.0  0.00272   -0.14872   -0.14880     +0.053792 
 104    5    1  4   0  0 0.020 01.0  0.00222   -0.07301   -0.07715     +5.670456 
 105    3    2  4   0  0 0.020 01.0  0.00210   -0.05487   -0.05493     +0.109349 
 106    4    2  4   0  0 0.020 01.0  0.00178   +0.00642   +0.00267    -58.411215 
 107    5    2  4   0  0 0.020 01.0  0.00183   -0.01516   -0.02006    +32.321900 
 108    4    3  4   0  0 0.020 01.0  0.00189   +0.02342   +0.02740    +16.994022 
 109    5    4  4   0  0 0.020 01.0  0.00226   -0.07850   -0.07768     -1.044586 
 110    7    4  4   0  0 0.020 01.0  0.00237   +0.09607   +0.10219     +6.370355 
 111    9    4  4   0  0 0.020 01.0  0.00188   +0.02231   +0.02453     +9.950695 
 112    6    5  4   0  0 0.020 01.0  0.00269   -0.14337   -0.14204     -0.927670 
 113   11    6  4   0  0 0.020 01.0  0.00184   -0.01595   -0.01247    -21.818182 
 114   12    6  4   0  0 0.020 01.0  0.00179   -0.00899   -0.00491    -45.383760 
 115   13    6  4   0  0 0.020 01.0  0.00188   -0.02180   -0.01629    -25.275229 
 116    8    7  4   0  0 0.020 01.0  0.00225   +0.07769   +0.07094     -8.688377 
