================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee14_11_1100.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee14_11_1100.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/19/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1962
Estação:                       W
Identificação:                 IEEE 14 Bus Test Case
Número de barras:              14 
Número de ramos:               20 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  1 0.015 01.1  0.00530   +1.06000   +1.07000     +0.943396 
   2    0    2  6   0  0 0.015 01.1  0.00522   +1.04500   +1.05406     +0.866986 
   3    0    3  6   0  0 0.015 01.1  0.00504   +1.00854   +1.01920     +1.056973 
   4    0    4  6   0  1 0.015 01.1  0.00511   +1.02208   +1.02225     +0.016633 
   5    0    5  6   0  0 0.015 01.1  0.00511   +1.02158   +1.02574     +0.407212 
   6    0    6  6   0  0 0.015 01.1  0.00535   +1.07000   +1.08447     +1.352336 
   7    0    7  6   0  0 0.015 01.1  0.00533   +1.06669   +1.06490     -0.167809 
   8    0    8  6   0  0 0.015 01.1  0.00545   +1.09000   +1.07561     -1.320183 
   9    0    9  6   0  1 0.015 01.1  0.00532   +1.06469   +1.07640     +1.099851 
  10    0   10  6   0  0 0.015 01.1  0.00524   +1.04720   +1.05132     +0.393430 
  11    0   11  6   0  0 0.015 01.1  0.00527   +1.05408   +1.04949     -0.435451 
  12    0   12  6   0  0 0.015 01.1  0.00526   +1.05098   +1.06665     +1.490989 
  13    0   13  6   0  0 0.015 01.1  0.00523   +1.04610   +1.03744     -0.827837 
  14    0   14  6   0  0 0.015 01.1  0.00516   +1.03270   +1.03743     +0.458023 
  15    0    1  2   0  0 0.020 01.0  0.01246   +1.60827   +1.61612     +0.488102 
  16    0    2  2   0  0 0.020 01.0  0.00745   +0.85800   +0.85296     -0.587413 
