================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Med\ieee14_2_0200.med
Arquivo do sistema:            F:\Documents\Uff\Artigos\SimSEP\VERSAO WELDAN V2\Codigos\Carga\ieee14_2_0200.txt
Tolerância entre iteraçoes:     1.00e-04
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/19/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1962
Estação:                       W
Identificação:                 IEEE 14 Bus Test Case
Número de barras:              14 
Número de ramos:               20 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
----------------------------------------------------------------------------------
   1    0    1  6   0  1 0.015 01.1  0.00530   +1.06000   +1.07009     +0.951887 
   2    0    2  6   0  0 0.015 01.1  0.00523   +1.04687   +1.05845     +1.106155 
   3    0    3  6   0  0 0.015 01.1  0.00522   +1.04461   +1.03158     -1.247355 
   4    0    4  6   0  1 0.015 01.1  0.00524   +1.04749   +1.04434     -0.300719 
   5    0    5  6   0  0 0.015 01.1  0.00523   +1.04597   +1.03843     -0.720862 
   6    0    6  6   0  0 0.015 01.1  0.00549   +1.09738   +1.10725     +0.899415 
   7    0    7  6   0  0 0.015 01.1  0.00543   +1.08670   +1.08446     -0.206129 
   8    0    8  6   0  0 0.015 01.1  0.00545   +1.09000   +1.10343     +1.232110 
   9    0    9  6   0  1 0.015 01.1  0.00547   +1.09304   +1.08261     -0.954219 
  10    0   10  6   0  0 0.015 01.1  0.00540   +1.07922   +1.07158     -0.707919 
  11    0   11  6   0  0 0.015 01.1  0.00544   +1.08735   +1.07579     -1.063135 
  12    0   12  6   0  0 0.015 01.1  0.00548   +1.09531   +1.08335     -1.091928 
  13    0   13  6   0  0 0.015 01.1  0.00547   +1.09436   +1.10648     +1.107497 
  14    0   14  6   0  0 0.015 01.1  0.00546   +1.09120   +1.09381     +0.239186 
  15    0    1  2   0  0 0.020 01.0  0.00243   +0.10413   +0.10486     +0.701047 
  16    0    2  2   0  0 0.020 01.0  0.00429   +0.38300   +0.37387     -2.383812 
  17    0    3  2   0  0 0.020 01.0  0.00261   -0.13200   -0.12646     -4.196970 
  18    0    4  2   0  0 0.020 01.0  0.00195   -0.03300   -0.03157     -4.333333 
  19    0    5  2   0  0 0.020 01.0  0.00181   -0.01100   -0.01262    +14.727273 
  20    0    6  2   0  0 0.020 01.0  0.00184   -0.01600   -0.01585     -0.937500 
  21    0    7  2   0  0 0.020 01.0  0.00173   +0.00000   -0.00102     +0.000000 
  22    0    8  2   0  0 0.020 01.0  0.00173   -0.00000   -0.00441     +0.000000 
  23    0    9  2   0  0 0.020 01.0  0.00187   -0.02100   -0.02392    +13.904762 
  24    0   10  2   0  0 0.020 01.0  0.00316   -0.21400   -0.22114     +3.336449 
  25    0   11  2   0  0 0.020 01.0  0.00177   -0.00500   -0.00835    +67.000000 
  26    0   12  2   0  0 0.020 01.0  0.00179   -0.00900   -0.01180    +31.111111 
  27    0   13  2   0  0 0.020 01.0  0.00186   -0.01900   -0.01992     +4.842105 
  28    0   14  2   0  0 0.020 01.0  0.00187   -0.02100   -0.02606    +24.095238 
  29    0    1  5   0  0 0.020 01.0  0.00320   +0.21956   +0.22729     +3.520678 
  30    0    2  5   0  0 0.020 01.0  0.00452   -0.41800   -0.40594     -2.885167 
  31    0    3  5   0  0 0.020 01.0  0.00191   -0.02700   -0.02710     +0.370370 
  32    0    4  5   0  0 0.020 01.0  0.00175   +0.00300   +0.00289     -3.666667 
  33    0    5  5   0  0 0.020 01.0  0.00175   -0.00200   -0.00370    +85.000000 
  34    0    6  5   0  0 0.020 01.0  0.00221   -0.07100   -0.06570     -7.464789 
  35    0    7  5   0  0 0.020 01.0  0.00173   -0.00000   -0.00136     +0.000000 
  36    0    8  5   0  0 0.020 01.0  0.00187   +0.02045   +0.01608    -21.369193 
  37    0    9  5   0  0 0.020 01.0  0.00181   -0.01200   -0.00895    -25.416667 
  38    0   10  5   0  0 0.020 01.0  0.00265   -0.13800   -0.13976     +1.275362 
  39    0   11  5   0  0 0.020 01.0  0.00175   -0.00300   -0.00572    +90.666667 
  40    0   12  5   0  0 0.020 01.0  0.00175   -0.00200   -0.00301    +50.500000 
  41    0   13  5   0  0 0.020 01.0  0.00179   -0.00800   -0.01233    +54.125000 
  42    0   14  5   0  0 0.020 01.0  0.00178   -0.00700   -0.01093    +56.142857 
  43    1    2  1   0  0 0.020 01.0  0.00178   +0.00743   +0.01216    +63.660834 
  44    1    5  1   0  0 0.020 01.0  0.00238   +0.09671   +0.10321     +6.721125 
  45    2    3  1   0  0 0.020 01.0  0.00260   +0.12974   +0.13092     +0.909511 
  46    2    4  1   0  0 0.020 01.0  0.00266   +0.13841   +0.13139     -5.071888 
  47    2    5  1   0  0 0.020 01.0  0.00254   +0.12134   +0.11729     -3.337729 
  48    3    4  1   0  0 0.020 01.0  0.00175   -0.00299   -0.00454    +51.839465 
  49    4    5  1   0  0 0.020 01.0  0.00226   -0.07855   -0.07420     -5.537874 
  50    4    7  1   0  0 0.020 01.0  0.00249   +0.11393   +0.10668     -6.363557 
  51    4    9  1   0  0 0.020 01.0  0.00217   +0.06589   +0.05994     -9.030202 
  52    5    6  1   0  0 0.020 01.0  0.00258   +0.12700   +0.12188     -4.031496 
  53    6   11  1   0  0 0.020 01.0  0.00216   +0.06400   +0.06593     +3.015625 
  54    6   12  1   0  0 0.020 01.0  0.00182   +0.01329   +0.01582    +19.036870 
  55    6   13  1   0  0 0.020 01.0  0.00196   +0.03372   +0.03545     +5.130486 
  56    7    8  1   0  0 0.020 01.0  0.00173   +0.00000   -0.00051     +0.000000 
  57    7    9  1   0  0 0.020 01.0  0.00249   +0.11393   +0.11463     +0.614412 
  58    9   10  1   0  0 0.020 01.0  0.00278   +0.15668   +0.15329     -2.163646 
  59    9   14  1   0  0 0.020 01.0  0.00175   +0.00214   +0.00470   +119.626168 
  60   10   11  1   0  0 0.020 01.0  0.00212   -0.05836   -0.06232     +6.785469 
  61   12   13  1   0  0 0.020 01.0  0.00176   +0.00427   +0.00625    +46.370023 
  62   13   14  1   0  0 0.020 01.0  0.00186   +0.01892   +0.01539    -18.657505 
  63    1    2  4   0  0 0.020 01.0  0.00309   +0.20321   +0.20077     -1.200728 
  64    1    5  4   0  0 0.020 01.0  0.00184   +0.01636   +0.01775     +8.496333 
  65    2    3  4   0  0 0.020 01.0  0.00201   -0.04120   -0.03782     -8.203883 
  66    2    4  4   0  0 0.020 01.0  0.00217   -0.06598   -0.07144     +8.275235 
  67    2    5  4   0  0 0.020 01.0  0.00208   -0.05188   -0.04652    -10.331534 
  68    3    4  4   0  0 0.020 01.0  0.00189   -0.02339   -0.02027    -13.339034 
  69    4    5  4   0  0 0.020 01.0  0.00215   +0.06280   +0.06263     -0.270701 
  70    4    7  4   0  0 0.020 01.0  0.00226   -0.07897   -0.07984     +1.101684 
  71    4    9  4   0  0 0.020 01.0  0.00188   -0.02239   -0.02299     +2.679768 
  72    5    6  4   0  0 0.020 01.0  0.00248   +0.11258   +0.10969     -2.567063 
  73    6   11  4   0  0 0.020 01.0  0.00190   +0.02496   +0.02506     +0.400641 
  74    6   12  4   0  0 0.020 01.0  0.00175   +0.00251   +0.00262     +4.382470 
  75    6   13  4   0  0 0.020 01.0  0.00179   +0.00834   +0.01175    +40.887290 
  76    7    8  4   0  0 0.020 01.0  0.00187   -0.02038   -0.01708    -16.192345 
  77    7    9  4   0  0 0.020 01.0  0.00215   -0.06209   -0.06023     -2.995651 
  78    9   10  4   0  0 0.020 01.0  0.00253   +0.12021   +0.11836     -1.538973 
  79    9   14  4   0  0 0.020 01.0  0.00178   +0.00643   +0.00975    +51.632970 
  80   10   11  4   0  0 0.020 01.0  0.00187   -0.02055   -0.02018     -1.800487 
  81   12   13  4   0  0 0.020 01.0  0.00174   +0.00047   -0.00108   -329.787234 
  82   13   14  4   0  0 0.020 01.0  0.00174   +0.00068   +0.00526   +673.529412 
  83    2    1  1   0  0 0.020 01.0  0.00178   -0.00649   -0.00248    -61.787365 
  84    5    1  1   0  0 0.020 01.0  0.00237   -0.09616   -0.09545     -0.738353 
  85    3    2  1   0  0 0.020 01.0  0.00259   -0.12901   -0.12710     -1.480505 
  86    4    2  1   0  0 0.020 01.0  0.00265   -0.13727   -0.13589     -1.005318 
  87    5    2  1   0  0 0.020 01.0  0.00254   -0.12052   -0.12497     +3.692333 
  88    4    3  1   0  0 0.020 01.0  0.00175   +0.00301   +0.00092    -69.435216 
  89    5    4  1   0  0 0.020 01.0  0.00226   +0.07868   +0.07828     -0.508388 
  90    7    4  1   0  0 0.020 01.0  0.00249   -0.11393   -0.11796     +3.537260 
  91    9    4  1   0  0 0.020 01.0  0.00217   -0.06589   -0.06141     -6.799211 
  92    6    5  1   0  0 0.020 01.0  0.00258   -0.12700   -0.13173     +3.724409 
  93   11    6  1   0  0 0.020 01.0  0.00216   -0.06363   -0.06717     +5.563413 
  94   12    6  1   0  0 0.020 01.0  0.00182   -0.01327   -0.01687    +27.128862 
  95   13    6  1   0  0 0.020 01.0  0.00196   -0.03365   -0.03685     +9.509658 
  96    8    7  1   0  0 0.020 01.0  0.00173   -0.00000   -0.00067     +0.000000 
  97    9    7  1   0  0 0.020 01.0  0.00249   -0.11393   -0.11675     +2.475204 
  98   10    9  1   0  0 0.020 01.0  0.00277   -0.15564   -0.14860     -4.523259 
  99   14    9  1   0  0 0.020 01.0  0.00175   -0.00213   -0.00287    +34.741784 
